@relation 'selecteddata2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,18'

@attribute ecage26 numeric
@attribute ecsex99 {1,2}
@attribute marst26 {1,2,3,4,5,6}
@attribute mjacg26 {1,2,3,4}
@attribute immst15 {1,2,7}
@attribute pvreg25 {10,11,12,13,24,35,46,47,48,59}
@attribute dwtenr25 {1,2}
@attribute mortg25 {1,2}
@attribute multj28 {1,2}
@attribute alhrp28 numeric
@attribute mtlswk28 numeric
@attribute yrxfte11 numeric
@attribute clwkr1 {1,2,3,4,5,6}
@attribute prmjb1 {1,2,8,9}
@attribute fllprt1 {1,2,9}
@attribute nocg2e6 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,99}
@attribute imphwe1 numeric
@attribute uncoll1 {1,2,3}
@attribute n07c3g10 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,99}
@attribute pubpv10 {1,2,9}
@attribute cqpc42 numeric
@attribute rppc42 numeric
@attribute udpd42 numeric
@attribute wgsal42 numeric
@attribute hleveg18 {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute penpln1 {1,2}

@data
22,1,6,1,7,48,1,1,2,1937,999,0,1,1,2,6,16,3,9,2,1000,0,0,24000,9,2
25,1,6,1,7,59,1,2,2,2086,999,3,1,9,1,17,19.2,3,16,1,1600,0,0,35000,7,1
24,1,6,1,7,59,1,2,2,2086,999,6,1,9,1,2,26.4,3,6,2,2050,0,0,45000,6,1
24,1,6,1,7,59,2,1,2,1043,999,6,1,1,2,13,10.97,3,6,2,600,0,0,16500,9,1
38,1,1,1,7,59,1,1,2,2086,999,18,1,9,1,20,25.91,1,6,2,2200,0,0,75000,9,1
45,1,1,1,1,59,2,1,2,1903,999,13,1,9,1,17,130.54,3,13,2,325,0,0,9000,9,2
35,2,1,1,2,59,2,1,2,2086,999,9,1,9,1,10,33.6,1,11,1,2200,0,0,60000,11,1
28,1,6,1,7,48,1,1,2,2086,999,2,1,9,1,6,10,3,5,2,925,0,0,24000,9,2
43,1,1,1,2,59,1,1,2,2031,999,15,1,1,9,99,115.71,3,9,2,2300,5500,0,105000,11,1
35,2,6,1,7,48,1,1,2,1706,999,14,1,1,1,17,46.63,1,13,1,2400,3400,625,60000,9,1
55,1,1,1,7,48,1,2,2,2086,999,37,1,1,1,2,43.51,3,2,2,2200,0,0,140000,9,1
47,2,4,1,7,59,1,2,1,921,999,14,6,9,1,21,999.99,3,7,2,0,0,0,0,9,2
21,1,6,1,7,59,1,2,2,120,999,0,1,2,1,23,11.5,3,1,2,225,0,0,7500,6,2
27,2,1,1,2,59,1,1,2,2086,999,7,1,1,1,6,18.24,3,12,2,2000,0,0,46000,7,1
23,1,6,1,2,48,1,1,2,2294,999,4,1,1,1,20,19,3,6,2,2200,0,0,50000,6,2
54,1,1,1,2,48,1,1,2,2607,999,31,3,9,1,99,999.99,3,9,2,4400,0,0,0,12,2
53,2,1,1,1,48,1,1,2,521,999,15,5,9,2,10,999.99,3,11,2,225,0,0,8750,12,2
25,1,6,1,7,48,1,1,2,1919,999,5,1,9,1,6,32.77,3,16,1,2300,875,0,62500,11,1
23,1,1,1,2,48,1,1,2,2091,999,3,1,1,1,22,14,3,6,2,1350,0,0,32000,9,2
27,1,1,1,2,48,1,1,2,2086,999,3,1,9,1,7,33.12,1,12,1,2200,3900,1100,100000,11,1
27,2,1,1,2,48,1,1,2,2040,999,6,1,9,1,10,28.8,1,11,1,2100,0,0,60000,11,1
61,1,3,1,1,59,1,1,2,845,999,37,1,9,2,99,19,1,5,2,300,0,0,9750,9,1
57,2,1,1,2,48,1,1,2,1955,999,38,1,1,1,24,51.2,3,3,2,2300,1800,0,100000,9,1
29,2,1,1,2,48,1,1,2,2086,999,5,1,9,1,22,12.48,3,6,2,2200,0,0,50000,11,2
32,2,6,1,7,59,1,1,2,2086,999,7,1,1,1,7,25.44,1,12,1,2200,3600,1200,50000,9,1
19,1,6,1,7,59,1,1,2,874,999,1,1,1,1,17,9.1,3,6,2,150,0,0,7500,6,2
31,1,1,1,2,48,1,1,2,2086,999,5,1,9,1,6,23.04,3,13,2,2200,0,0,62500,11,2
29,1,6,1,7,48,1,1,2,2920,999,11,1,1,1,24,51.43,3,2,2,2100,0,0,140000,5,1
26,2,6,1,7,48,1,1,2,1564,999,0,1,1,1,8,15,3,12,2,1025,325,0,23000,6,2
26,1,6,1,7,59,2,1,2,2086,999,6,1,1,1,5,11.04,3,6,2,1250,0,0,28000,4,2
36,1,6,1,7,59,1,2,2,1825,999,19,1,1,1,8,33.05,1,12,1,2100,5250,2000,90000,9,1
62,1,3,1,2,59,1,2,2,626,999,28,1,2,2,17,12,3,8,2,0,0,0,8500,6,2
27,2,6,1,7,59,1,1,2,971,1,19.33113,1,2,1,5,22.75,3,2,2,625,0,0,17000,11,2
22,1,6,1,7,48,2,1,2,1208,999,2,1,9,1,17,10.3,3,14,2,325,0,0,10500,8,2
55,1,1,1,1,59,1,1,2,482,999,19.33113,1,1,1,15,49.3,3,3,1,2100,6000,0,110000,8,1
56,2,4,1,2,59,1,1,2,2086,999,10,1,1,1,8,24,1,12,2,2300,3300,950,46000,9,1
54,2,4,1,2,48,2,1,2,2086,999,19.33113,1,1,1,3,19.32,3,8,2,2200,0,0,57500,5,1
21,2,6,1,7,59,2,1,2,822,999,0,1,1,2,13,9.5,1,6,2,750,0,0,20000,6,2
28,2,6,1,2,48,1,1,2,1223,999,6,1,9,1,14,9.5,3,14,2,800,0,0,20000,9,1
31,1,6,1,7,48,1,1,2,1995,999,9,1,1,1,18,46.03,1,4,2,2400,0,2300,140000,9,1
23,1,6,1,7,48,2,1,2,2095,999,5,1,1,1,20,16.39,3,6,2,2200,0,0,51000,9,2
16,2,6,1,2,59,1,1,2,521,999,0,1,1,1,13,10.5,3,6,2,0,0,0,3100,6,2
50,1,1,1,2,48,2,1,2,2086,999,13,1,1,1,17,13.75,3,14,2,0,0,0,0,9,2
22,1,6,1,7,59,2,1,2,1078,999,3,1,1,2,13,10,3,13,2,275,0,0,7000,5,2
22,1,6,1,7,59,2,1,2,1728,999,2,1,1,1,6,9.2,3,11,1,475,0,0,14500,9,2
22,1,6,1,7,59,2,1,2,1773,999,0,1,1,1,14,13.5,1,14,2,625,0,0,16500,9,2
22,2,6,1,7,59,2,1,2,1825,999,19.33113,1,1,1,14,12.72,3,12,2,750,0,0,18000,7,2
47,2,6,1,2,48,2,1,2,1570,1,15,1,1,1,14,11,1,14,2,800,0,175,21000,9,2
55,1,1,1,1,59,1,1,2,1955,999,31,1,9,1,6,28.16,3,9,2,2300,1750,0,75000,11,2
55,2,1,1,2,59,1,1,2,2503,999,38,1,9,1,5,30,3,16,1,2200,0,1350,80000,9,1
22,1,6,1,7,48,1,1,2,2086,999,2,1,1,1,20,20.13,3,5,2,1850,0,0,43000,9,2
34,1,1,1,7,59,1,1,2,1627,999,16,1,1,1,25,25,1,5,2,1800,1600,575,41000,5,1
27,1,6,1,2,59,2,1,2,2086,999,6,1,1,1,19,31.2,3,4,2,2200,0,1300,72500,8,2
31,1,6,1,2,59,2,1,2,2086,999,6,1,1,1,17,13.44,3,6,2,1450,0,0,31000,4,2
42,2,4,1,2,59,1,1,2,3911,999,25,3,9,1,99,999.99,3,9,2,0,0,0,0,9,2
52,1,1,1,7,59,1,1,2,2868,999,37,3,9,1,20,999.99,3,15,2,0,0,0,0,6,2
25,2,6,1,2,59,1,2,1,1696,999,4,1,1,1,12,16,3,13,2,1000,0,0,25000,11,2
35,1,6,1,1,59,1,1,2,1815,999,8,1,1,1,20,13.44,3,5,2,1300,0,0,30000,9,2
33,2,6,1,1,59,1,1,2,0,25,0,1,9,9,99,999.99,3,99,9,225,0,0,5750,6,2
26,1,6,1,2,59,1,1,2,547,999,0,1,9,2,5,10.5,3,7,1,150,0,0,5750,8,2
24,2,6,1,2,48,2,1,1,1308,999,0,1,1,1,12,11,3,6,2,875,0,0,21000,11,2
36,2,3,1,2,59,1,2,2,2086,999,17,1,1,1,4,19.15,3,5,2,2000,0,0,42000,9,2
52,2,4,1,2,59,1,1,2,1955,999,26,1,9,1,15,24.07,1,8,1,2100,0,0,48000,9,1
27,1,6,1,7,59,2,1,2,833,4,8,1,9,1,14,12.5,3,14,2,875,0,475,21000,11,2
29,1,6,1,7,59,2,1,2,2607,999,8,1,9,1,6,25,3,9,2,2200,0,0,65000,6,2
30,1,1,1,7,48,2,1,1,5200,999,6,1,2,1,11,15,3,13,2,1400,0,0,26000,9,2
30,1,1,1,7,48,2,1,2,2086,999,10,1,1,1,2,22.08,3,15,2,1900,275,0,42000,9,1
25,2,1,1,7,48,2,1,2,2091,999,5,1,1,1,14,13.5,3,14,2,800,0,0,19000,8,2
29,1,6,1,7,59,1,1,2,497,999,10,1,1,1,14,15,3,14,2,1200,0,0,28000,6,2
24,2,6,1,7,48,1,1,2,1989,999,19.33113,1,1,1,13,12.5,3,6,2,1250,925,0,29000,7,1
30,2,2,1,2,48,1,1,2,177,999,12,1,1,1,3,46.7,3,9,2,4300,0,0,3400,6,1
29,1,2,1,2,48,1,1,2,2086,999,5,1,1,1,5,16.5,3,6,2,1550,4100,0,36000,7,1
17,2,6,1,7,48,2,1,1,1528,999,0,1,9,1,13,10.5,3,6,2,0,0,0,3500,6,2
26,1,6,1,7,48,1,1,2,2086,999,5,1,1,1,99,21,1,12,1,2200,3600,600,46000,7,1
24,2,6,1,2,48,2,1,2,2190,999,7,1,9,1,8,29,3,12,2,2200,0,350,57500,9,2
23,1,6,1,7,59,1,1,2,1312,999,2,1,2,1,17,20,3,10,2,2000,0,225,46000,5,2
43,2,6,1,2,59,2,1,1,1112,999,0,6,9,2,11,999.99,3,11,2,325,0,0,9000,7,2
25,1,6,1,2,48,2,1,2,2086,999,3,1,9,1,9,36,3,9,2,2200,0,0,110000,9,2
54,2,4,1,2,48,1,1,2,1955,999,15,1,1,1,99,24.03,1,16,1,2300,3700,900,72500,9,1
26,1,6,1,7,59,2,1,1,2786,999,4,1,1,1,21,25.91,3,14,2,1600,0,0,36000,8,2
19,2,6,1,2,48,2,1,1,1666,999,0,6,9,2,11,999.99,3,13,2,675,0,100,17500,8,2
20,2,6,1,2,48,2,1,1,1574,999,2,1,1,1,14,10,3,14,2,600,0,0,15000,6,2
59,2,6,1,2,59,1,2,2,521,999,19.33113,6,9,2,17,999.99,3,10,2,0,0,0,0,4,2
34,1,1,1,2,48,2,1,2,2868,999,12,4,9,1,6,999.99,3,9,2,2300,0,0,62500,8,2
33,2,4,1,1,48,1,1,1,2367,999,12,1,1,1,6,24.23,3,10,2,2100,0,0,47000,11,2
30,2,2,1,7,59,1,1,2,2086,999,19.33113,1,1,1,20,22,3,5,2,1900,0,0,42000,7,2
45,1,1,1,7,59,1,1,1,2126,999,10,1,1,1,13,25,1,6,2,0,1150,800,57500,9,1
23,1,6,1,2,59,2,1,1,1050,999,4,1,1,2,13,12,3,6,2,375,0,0,12000,11,2
52,1,6,1,7,59,1,1,2,2086,999,19.33113,1,1,1,21,23.12,3,7,2,875,0,0,20000,11,2
33,1,1,1,7,59,2,1,2,1825,999,19.33113,1,1,1,5,28.87,1,10,2,2200,3600,875,48000,8,1
40,2,1,1,7,35,1,1,2,2086,999,24,1,9,1,9,30.01,3,12,2,1800,0,0,39000,9,1
23,2,6,1,2,48,2,1,2,331,999,0,1,1,1,9,21.25,3,12,2,1250,0,0,28000,10,2
44,2,3,1,2,59,2,1,2,1564,999,19.33113,1,1,1,14,16.85,3,14,2,500,0,0,13500,6,1
40,1,2,1,7,48,2,1,2,3650,999,24,1,1,1,24,21.94,3,10,2,2300,0,0,67500,9,1
25,2,2,1,7,59,1,1,2,1275,999,0,1,1,2,14,14.5,3,14,1,775,0,0,19500,9,2
23,1,6,1,7,48,2,1,2,2055,999,3,1,1,1,13,18,3,6,2,1850,0,0,42000,8,2
27,1,6,1,2,59,1,1,2,1689,999,19.33113,1,1,1,15,24.43,3,10,2,800,0,0,20000,6,2
42,2,1,1,2,48,1,1,1,2144,999,24,1,9,1,5,21.15,3,2,2,2100,4600,850,60000,9,1
28,2,6,1,2,48,1,1,2,4693,999,6,1,9,1,9,13.33,3,12,2,2200,0,0,62500,8,2
54,2,1,1,7,59,1,1,2,975,999,34,1,9,2,16,18,1,11,1,1150,1900,450,28000,9,1
52,1,1,1,7,59,1,1,2,2086,999,22,1,9,1,11,28.16,1,11,1,2300,0,0,82500,11,1
21,2,6,1,2,48,2,1,2,1107,999,1,1,9,2,13,12,3,6,2,325,0,0,9750,7,2
30,1,6,1,7,59,1,1,2,2086,999,12,1,9,1,18,26.4,3,6,2,2200,0,0,57500,5,2
37,2,6,1,1,59,1,2,2,1955,999,7,1,9,1,9,37.9,3,12,1,2300,3800,1150,75000,11,1
31,1,6,1,7,59,1,1,2,2086,999,14,1,1,1,23,25.5,3,2,2,2200,0,0,60000,7,1
31,2,6,1,7,59,1,1,1,3363,999,12,1,1,1,3,18.43,3,8,2,2200,0,0,57500,6,1
29,1,2,1,7,59,1,1,2,3129,999,10,3,9,1,18,999.99,3,7,2,2200,0,0,65000,8,2
21,2,6,1,7,59,2,1,2,1304,999,0,1,9,2,17,9.5,3,13,2,650,0,0,16500,7,2
25,1,6,1,2,48,2,1,2,2086,999,3,1,9,1,9,36,3,9,2,2200,0,0,115000,9,2
35,1,2,1,2,59,2,1,2,1344.266,999,13,6,9,9,11,999.99,3,13,2,725,0,0,0,8,2
37,1,6,1,7,59,2,1,1,2260,999,12,1,9,1,2,60,3,13,2,2200,0,0,97500,6,1
27,2,6,1,7,59,2,1,2,1825,999,6,1,9,1,3,24.69,1,16,1,2200,0,825,65000,11,1
56,1,4,1,7,48,2,1,2,2040,999,19.33113,1,1,1,19,23.12,1,99,2,2300,0,775,77500,9,1
59,2,1,1,2,59,2,1,1,1999,999,11,1,9,1,17,11.48,3,14,2,1000,0,0,24000,9,2
19,1,6,1,7,59,2,1,2,2086,999,19.33113,1,1,1,17,12.84,3,5,2,1700,0,0,37000,6,2
40,1,1,1,7,48,1,2,2,2031,999,19.33113,1,1,9,21,30,3,2,2,2300,0,0,72500,9,2
41,2,1,1,7,59,1,1,2,1955,999,23,1,9,1,5,36.86,1,16,1,2100,0,0,65000,9,1
23,1,6,1,7,48,1,2,2,3129,999,0,4,9,1,6,999.99,3,9,2,2400,0,0,62500,11,2
33,2,4,1,7,47,1,1,2,1564,999,12,1,1,1,5,23.04,3,8,2,1600,0,0,36000,6,2
20,1,6,1,7,47,1,2,2,2086,999,3,1,1,1,20,12,3,5,2,775,0,0,18000,5,2
28,2,6,1,7,46,1,1,2,426,999,9,1,1,2,13,9,3,6,2,0,0,0,3400,8,2
39,1,6,1,7,48,1,2,2,2295,999,6,1,2,1,21,28,3,4,2,2200,0,0,97500,4,2
44,2,6,1,2,46,2,1,2,2086,999,26,1,9,1,5,20,1,12,1,2200,0,0,45000,9,1
24,1,6,1,7,47,2,1,2,2086,999,4,1,1,1,15,24,1,16,1,2400,5250,0,97500,9,1
27,1,6,1,7,47,1,1,1,3849,999,6,1,1,9,23,26,3,2,2,2100,0,0,95000,6,2
25,2,6,1,7,47,2,1,2,1673,999,4,1,9,1,5,25.04,1,3,1,1600,1500,550,35000,9,1
30,1,6,1,2,46,1,1,2,1825,999,7,1,1,1,6,37.85,2,3,1,2100,1450,0,60000,11,1
22,1,6,1,7,47,2,1,2,2094,4,0,1,9,1,18,16.67,3,4,2,2000,1300,0,44000,8,2
27,2,6,1,2,46,1,1,2,2920,999,8,1,1,1,2,17.14,2,12,2,2100,800,0,50000,9,1
36,1,3,1,2,46,1,2,2,2086,999,18,1,1,1,13,19,3,6,2,1750,0,0,38000,6,2
62,1,6,1,7,47,1,2,2,874,2,40,1,1,2,99,44.29,3,9,2,2200,0,0,210000,11,2
23,1,6,1,7,48,2,1,2,1397,999,7,1,1,1,24,12,3,5,2,350,0,0,10500,4,1
22,1,6,1,7,48,2,1,2,1208,999,2,1,9,1,17,10.3,3,14,2,325,0,0,11000,8,2
19,2,6,1,7,48,2,1,1,1528,999,0,1,9,1,13,10.5,3,6,2,0,0,0,2100,6,2
28,1,1,1,1,46,1,2,2,2086,999,0,1,1,1,17,8.64,3,11,1,775,25,0,18500,6,1
30,2,1,1,1,46,1,2,2,2086,999,2,1,1,1,13,10.2,3,14,2,800,0,0,19500,11,1
28,1,6,1,7,47,2,1,2,2294,999,7,1,9,1,99,37.84,1,4,2,2400,0,225,135000,4,1
30,1,1,1,7,47,2,1,2,521,999,0,1,1,1,25,13.5,3,10,2,1450,0,0,33000,6,2
29,2,6,1,2,46,2,1,2,1955,999,5,1,1,1,10,29.7,3,11,1,2200,4600,1100,62500,12,1
29,1,6,1,2,46,2,1,2,975,999,8,1,2,1,6,14.2,1,16,1,725,0,275,20000,8,1
31,1,6,1,2,46,2,1,2,1955,999,10,1,1,1,2,32.77,3,6,2,2300,0,0,65000,9,1
27,2,2,1,7,48,1,1,2,2607,999,6,1,1,1,6,30.34,3,2,2,2200,0,0,110000,12,1
27,1,6,1,1,46,2,1,2,2086,999,2,1,1,1,6,10,3,5,2,1100,0,0,23000,9,2
57,2,4,1,1,48,1,1,2,2086,999,35,1,9,1,17,12,3,6,2,1300,1250,0,28000,9,1
43,1,6,1,1,46,1,1,2,2086,999,6,1,9,1,24,13,3,5,2,1300,1150,0,30000,3,1
39,1,1,1,7,48,1,1,2,2346,999,22,1,9,1,18,23.12,3,4,2,2200,0,0,67500,5,1
38,2,6,1,7,48,1,1,1,1320,999,0,1,9,1,9,11,3,12,2,425,0,0,12500,9,2
21,2,6,1,7,46,2,1,2,953,0,3,1,2,1,23,10,3,16,1,325,0,0,9750,9,2
39,1,6,1,2,46,1,1,2,2004,999,20,1,1,1,3,25,3,8,2,2200,1150,0,62500,11,1
23,2,6,1,2,46,1,1,2,1981,999,3,1,9,1,9,24,3,16,1,2300,0,0,62500,11,1
54,1,5,1,2,46,1,1,2,2086,999,36,1,9,1,17,15.95,3,5,2,1500,0,0,35000,3,2
28,1,6,1,2,46,1,1,2,1643,999,5,1,1,1,9,35.64,1,12,1,2050,3300,0,44000,9,1
46,1,1,1,7,47,1,1,2,2086,999,17,1,1,1,5,36,2,2,2,2200,5250,875,90000,6,1
47,2,1,1,7,47,1,1,2,1669,999,0,1,1,1,17,17.92,1,12,1,1350,1950,575,30000,6,1
24,1,6,1,7,47,1,1,2,2091,999,3,1,1,1,22,18,3,4,2,2200,0,0,49000,6,2
27,1,6,1,1,48,2,1,2,1564,999,8,1,9,1,12,29.17,3,6,2,1250,0,0,27000,5,2
36,2,4,1,2,48,1,1,2,2086,999,19.33113,1,1,1,9,19.2,3,9,2,775,0,0,19500,11,2
28,2,6,1,1,46,1,1,2,1955,999,4,1,9,1,5,14.34,3,8,2,1150,0,0,28000,11,1
23,1,6,1,7,46,2,1,2,1919,999,4,1,1,1,20,24,1,3,1,2200,2900,600,80000,9,1
48,2,4,1,7,48,1,1,2,1530,999,0,1,1,1,99,7.84,3,15,2,525,0,0,15000,9,2
33,2,6,1,7,47,1,1,2,2086,999,10,1,1,1,6,43.2,3,3,1,2100,5250,0,97500,11,1
27,1,6,1,2,48,1,1,2,2607,999,10,3,9,1,19,999.99,3,4,2,1550,0,0,34000,6,2
28,1,6,1,2,48,1,1,2,2086,999,0,1,9,1,5,11,3,10,2,525,0,25,13000,6,2
30,2,6,1,7,47,1,1,2,2086,999,3,1,1,1,9,21.6,3,9,2,1600,650,0,36000,11,2
64,1,2,1,7,48,1,2,2,2346,999,44,2,9,1,23,999.99,3,1,2,0,0,0,0,10,2
50,2,3,1,7,47,1,2,2,2086,999,23,1,1,1,4,21.12,1,8,2,2100,2200,650,45000,9,1
27,1,6,1,2,46,1,1,2,2607,999,7,1,9,1,21,33.58,3,2,2,2400,0,0,80000,6,2
20,1,6,1,7,46,1,2,2,1305,2,3,1,2,1,20,15,3,5,2,550,0,0,13000,7,2
33,1,6,1,7,47,1,1,1,1825,999,6,1,1,2,14,16.08,3,14,2,775,1350,325,19500,8,2
32,1,2,1,2,46,2,1,2,2086,999,13,6,9,1,2,999.99,3,4,2,4300,0,0,0,8,2
30,1,1,1,1,46,2,1,1,1390,999,19.33113,1,1,2,5,22.57,3,10,2,1150,500,0,27000,11,2
19,2,6,1,7,46,1,1,1,2134,999,0,1,1,1,5,14,3,6,2,1200,0,0,27000,6,2
25,2,2,1,7,47,1,1,2,2086,999,3,1,1,1,7,37.53,1,12,1,2200,6500,1700,95000,11,1
53,1,1,1,7,48,1,1,2,2086,999,19.33113,1,1,1,6,34.8,3,2,2,2200,0,300,110000,11,1
40,2,1,1,7,47,2,1,2,1903,999,22,1,9,1,5,21.57,1,3,1,1750,1550,0,37000,1,1
24,1,6,1,2,46,2,1,2,1208,999,2,1,9,1,17,10.3,3,14,2,425,0,0,12000,8,2
24,1,6,1,7,47,1,1,2,2086,999,5,1,1,1,19,17,3,4,2,1700,0,0,38000,6,2
55,1,3,1,7,47,1,1,2,412,999,38,1,1,1,17,20.48,1,11,1,800,3200,450,19500,9,1
53,2,2,1,2,48,1,2,2,1303,999,34,6,9,1,16,999.99,3,12,2,4100,0,0,0,9,2
42,1,1,1,1,46,1,1,2,1331,999,0,1,2,1,20,17,3,4,2,925,0,0,24000,6,2
19,2,6,1,1,46,1,1,2,1482,999,0,1,1,1,17,10.5,3,14,2,500,0,0,13000,8,2
25,2,6,1,7,48,2,1,2,2042,999,2,1,1,1,23,18,3,1,2,1900,0,0,42000,6,2
31,1,1,1,7,48,2,1,1,3791,999,14,1,2,1,6,35,3,10,2,2300,0,0,48000,7,2
25,1,6,1,2,48,1,1,2,704,999,6,1,1,1,5,21.75,3,5,2,875,825,0,22000,6,1
20,2,6,1,7,47,1,2,1,4015,999,3,1,9,1,17,11,3,14,2,1200,0,0,28000,11,1
39,2,6,1,2,46,1,1,2,1564,999,8,1,1,1,9,13.85,2,16,1,850,0,0,21000,8,2
24,2,6,1,7,46,1,1,2,174,999,0,1,9,2,17,10,3,14,2,0,0,0,1150,6,2
55,2,3,1,1,46,2,1,2,2086,999,16,1,1,1,22,14.5,3,4,2,1700,0,0,38000,9,1
45,1,2,1,2,46,1,1,1,1526,999,19.33113,6,9,2,23,999.99,3,1,2,1000,0,0,25000,9,2
52,1,6,1,2,46,1,2,2,2086,999,19.33113,1,1,1,22,25.91,3,6,2,2100,0,0,46000,6,2
26,2,6,1,7,46,1,2,1,435,999,0,1,2,2,9,15.08,1,12,1,0,100,200,10500,11,2
19,1,6,1,7,47,1,1,2,625,999,1,1,1,2,22,11.46,3,6,2,300,0,125,10000,6,2
24,1,6,1,7,47,1,2,2,1564,999,0,1,2,1,19,18,3,4,2,350,0,0,10000,6,2
31,1,1,1,7,47,1,1,1,1502,999,4,1,2,1,10,23.56,1,11,1,1700,1300,225,38000,11,1
38,1,3,1,2,48,1,1,2,2294,999,21,1,1,1,2,32.73,3,4,2,2200,0,0,135000,9,2
20,2,6,1,7,47,2,1,2,1669,999,3,1,9,1,17,16.2,1,6,2,1500,0,0,34000,6,2
21,2,6,1,7,47,2,1,2,2033,999,5,1,9,1,17,9,3,14,2,975,0,50,23000,8,2
52,1,1,1,7,46,1,2,2,2086,999,35,1,1,1,12,24.43,1,99,1,2200,5500,775,115000,10,1
40,2,6,1,7,46,1,1,2,1825,999,19,1,9,1,10,45.53,1,11,1,2100,7250,975,82500,11,2
37,2,6,1,2,46,2,1,2,2164,999,15,1,9,1,6,29,1,9,2,2200,0,0,62500,9,1
19,2,6,1,2,46,2,1,2,1669,999,3,1,9,1,17,16.2,1,6,2,1650,1150,375,36000,6,2
22,1,6,1,7,47,1,1,2,1396,999,4,1,2,1,23,15,3,13,2,550,0,0,15000,5,2
23,1,6,1,2,46,2,1,2,2190,999,5,1,9,1,2,12.96,3,6,2,1200,1100,275,27000,6,2
40,1,4,1,2,48,1,1,2,2607,999,24,6,9,1,21,999.99,3,7,2,1650,0,0,0,9,2
19,2,6,1,7,47,2,1,2,872,999,0,1,9,2,17,10.35,3,14,2,550,0,0,13500,4,2
35,2,4,1,7,46,1,1,1,2138,999,15,1,1,1,4,33.28,1,16,1,2300,4200,950,65000,9,1
47,1,1,1,7,48,2,1,2,2003,999,0,1,1,1,6,20,1,11,1,1250,1050,0,28000,10,1
28,2,6,1,7,48,1,2,1,2660,999,9,1,1,1,4,20,3,2,2,2300,0,0,50000,6,2
32,1,1,1,7,46,1,1,2,1955,999,11,1,9,1,6,30.72,3,8,2,2200,3500,1000,62500,11,1
26,2,6,1,7,46,1,1,2,748,999,6,1,1,2,17,46,3,15,2,1300,0,0,75,9,2
28,2,6,1,2,59,2,1,2,1632,999,4,1,1,1,5,20,3,9,2,2000,6250,0,43000,11,1
31,1,1,1,7,47,2,1,2,2086,999,10,1,9,1,99,20.7,3,14,2,2200,3000,900,46000,8,2
19,1,6,1,7,47,2,1,2,1111,999,0,1,9,2,22,21,3,4,2,1050,0,0,24000,6,2
18,2,6,1,7,47,2,1,2,601,4,0,1,9,2,14,18,3,14,2,0,0,0,2800,8,2
36,2,6,1,7,47,2,1,2,1955,999,17,1,9,1,4,20.48,3,15,2,1850,900,300,42000,11,1
26,1,6,1,7,46,2,1,2,2319,1,8,1,9,1,99,26,3,4,2,2300,0,850,110000,5,2
30,1,6,1,7,47,1,1,2,647,999,2,1,1,9,17,22.86,3,15,2,200,0,0,9000,9,2
21,2,6,1,1,48,1,1,2,469,999,0,1,2,2,17,10.5,3,14,2,225,0,0,7750,6,2
36,2,6,1,7,46,2,1,2,2086,999,19.33113,1,1,1,7,29.2,1,12,1,2200,5250,0,70000,11,1
27,1,6,1,2,48,2,1,2,1661,999,6,1,9,1,22,20,3,4,2,425,0,0,12000,4,1
20,2,6,1,2,48,2,1,2,1530,999,0,1,2,1,5,18,2,16,1,475,0,0,12500,7,2
49,2,1,1,7,48,1,1,2,1043,999,27,3,9,2,11,999.99,3,15,2,2100,0,0,50000,5,2
50,1,1,1,7,48,1,1,2,2607,999,33,1,9,1,2,24.19,3,14,2,2200,3900,750,62500,6,1
29,1,6,1,2,46,2,1,2,2086,999,9,1,9,1,17,16.13,3,8,2,1750,0,0,39000,4,2
22,2,6,1,2,46,2,1,2,1955,999,5,1,9,1,7,25.6,1,12,1,2200,2700,525,70000,11,1
49,1,2,1,7,47,1,1,2,2086,999,30,1,1,1,2,36,3,5,2,2300,0,0,95000,8,1
18,2,6,1,7,47,2,1,2,601,4,0,1,9,2,14,18,3,14,2,0,0,0,2700,8,2
20,2,6,1,7,47,2,1,2,1130,999,0,1,1,1,8,29.36,1,12,1,1850,1950,650,41000,7,1
32,1,1,1,2,48,1,1,2,2086,999,4,1,9,1,21,24.5,3,7,2,2300,0,0,52500,6,2
27,2,1,1,1,48,1,1,2,1955,999,3,1,9,1,8,16,3,6,2,875,0,0,22000,9,2
31,1,6,1,2,48,2,1,2,2086,999,12,1,9,1,12,31.2,3,7,2,2300,0,0,92500,11,2
35,1,4,1,7,46,1,1,2,985,999,15,1,1,1,20,68.78,1,3,1,2300,3800,975,85000,9,1
20,1,1,1,7,47,2,1,2,248,999,2,1,1,1,24,14,3,5,2,25,0,0,3800,4,2
59,2,2,1,7,47,1,1,2,2086,999,37,1,9,1,5,24.5,1,11,1,2100,0,0,45000,9,1
25,1,6,1,7,47,1,1,2,1208,999,2,1,9,1,17,10.3,3,14,2,675,0,0,17000,8,2
19,2,2,1,7,48,2,1,2,872,999,0,1,1,2,17,10.35,3,14,2,525,0,0,15000,4,2
22,2,6,1,7,48,2,1,2,209,999,0,1,9,2,17,15,1,12,2,0,0,0,2500,5,1
