@relation 'selecteddata2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20,21,22,23,24,25,26,18'

@attribute ecage26 numeric
@attribute ecsex99 {1,2}
@attribute marst26 {1,2,3,4,5,6}
@attribute mjacg26 {1,2,3,4}
@attribute immst15 {1,2,7}
@attribute pvreg25 {10,11,12,13,24,35,46,47,48,59}
@attribute dwtenr25 {1,2}
@attribute mortg25 {1,2}
@attribute multj28 {1,2}
@attribute alhrp28 numeric
@attribute mtlswk28 numeric
@attribute yrxfte11 numeric
@attribute clwkr1 {1,2,3,4,5,6}
@attribute prmjb1 {1,2,8,9}
@attribute fllprt1 {1,2,9}
@attribute nocg2e6 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,99}
@attribute imphwe1 numeric
@attribute uncoll1 {1,2,3}
@attribute n07c3g10 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,99}
@attribute pubpv10 {1,2,9}
@attribute cqpc42 numeric
@attribute rppc42 numeric
@attribute udpd42 numeric
@attribute wgsal42 numeric
@attribute hleveg18 {1,2,3,4,5,6,7,8,9,10,11,12}
@attribute penpln1 {1,2}

@data
57,2,5,1,7,35,1,2,2,1825,999,36,1,1,1,7,48.93,3,12,1,0,0,1050,92500,12,2
35,1,1,1,7,35,2,1,2,468,999,8,1,1,1,24,25,2,5,2,425,0,0,11000,11,1
31,1,6,1,7,35,2,1,2,2086,999,9,1,1,1,6,34.8,3,6,2,1400,0,0,32000,9,2
29,2,6,1,7,35,2,1,2,0,44,0,1,9,9,99,999.99,3,99,9,0,0,0,0,5,2
38,2,1,1,7,35,1,1,2,2086,999,15,1,9,1,24,22.15,3,5,2,3700,0,0,1450,6,1
50,2,1,1,7,35,1,1,2,3129,999,27,5,9,1,9,999.99,3,11,2,4400,0,0,0,11,2
49,1,1,1,7,35,1,1,2,1877,999,19,1,1,1,10,47.47,1,11,1,2200,11000,1500,95000,12,1
38,1,1,1,7,35,1,1,2,2086,999,3,1,1,1,20,27.75,3,5,2,2300,0,0,92500,9,2
54,1,1,1,7,35,1,1,2,2086,999,33,1,1,1,18,25.52,1,7,2,2300,3500,1050,72500,2,1
46,2,1,1,7,35,1,1,2,104,999,24,5,9,2,17,999.99,3,10,2,800,0,0,0,6,2
51,2,1,1,7,35,1,1,2,2086,999,31,1,9,1,2,39.36,3,9,2,2300,7750,0,87500,7,1
57,2,4,1,7,35,1,1,1,1998,999,19.331132,1,1,1,5,29.9,3,13,1,2400,0,0,55000,9,1
35,1,1,1,7,35,1,1,1,2112,999,14,1,9,1,6,40,3,9,2,2300,3900,0,95000,11,1
51,1,1,1,7,35,1,1,2,2086,999,30,1,1,1,99,48,1,16,1,2100,9250,1250,110000,9,1
44,2,1,1,7,35,1,1,2,2086,999,22,1,1,1,9,18,3,10,2,1750,0,0,38000,9,2
44,2,4,1,7,35,2,1,2,1231,999,18,1,2,1,24,10.25,3,10,2,600,0,0,16000,6,2
35,1,1,1,7,35,1,1,2,2086,999,19.331132,1,1,1,22,27.5,3,5,2,2300,0,0,80000,7,1
53,2,1,1,7,35,1,1,2,661,999,15,1,1,2,13,10.45,3,6,2,250,0,0,7250,9,1
53,1,1,1,7,35,1,1,2,2086,999,32,1,1,1,20,20.5,3,5,2,2400,0,0,55000,9,2
20,2,6,1,7,35,1,1,2,2086,999,3,1,1,1,17,10.45,3,14,2,1025,0,0,22000,5,2
70,2,1,1,7,35,1,1,2,1344.26572,999,44,1,9,9,99,999.99,3,99,9,0,0,0,31000,5,2
51,2,3,1,7,35,2,1,2,1251,999,20,1,1,2,13,14.05,1,6,2,750,0,475,21000,6,1
57,2,1,1,7,35,1,1,2,106,999,27,1,1,2,17,13,3,12,2,575,0,75,475,3,2
59,1,1,1,7,35,1,1,2,3129,999,37,1,1,1,21,20.16,3,7,2,2300,0,0,65000,9,2
28,2,1,1,7,35,1,1,1,2007,999,4,1,1,2,4,16.91,3,8,2,1300,0,0,29000,11,2
29,1,1,1,7,35,1,1,1,2868,999,11,1,1,1,1,19.5,3,8,2,1850,0,0,42000,6,2
41,1,4,1,7,35,1,1,2,1086,999,19.331132,5,9,1,2,999.99,3,4,2,850,0,0,20000,7,2
47,2,4,1,7,35,1,1,2,1344.26572,999,19,4,9,9,99,999.99,3,99,2,900,0,0,23000,9,2
29,2,2,1,7,35,1,1,1,1621,999,5,1,2,1,10,23.43,1,11,1,950,950,525,22000,9,1
32,1,2,1,7,35,1,1,2,353,999,9,1,2,1,11,21,3,9,2,400,0,0,11000,9,2
58,1,1,1,7,35,1,1,2,3129,999,39,1,1,1,21,15.78,1,7,2,2100,0,675,50000,7,2
50,2,1,1,7,35,1,1,2,42,999,20,6,9,2,4,999.99,3,9,2,0,0,0,0,9,2
29,1,6,1,7,35,1,1,1,2165,999,2,1,1,2,99,10.02,3,12,1,2200,475,275,49000,12,1
70,1,1,1,7,35,1,2,2,1344.26572,999,36,1,9,9,99,999.99,3,99,9,0,0,0,190000,12,2
64,2,1,1,7,35,1,2,2,1304,999,19.331132,1,1,2,4,27.6,3,12,2,2100,0,0,49000,9,2
49,1,1,1,7,35,1,1,2,2086,999,31,1,9,1,20,26,3,5,2,2300,0,0,67500,4,1
49,2,1,1,7,35,1,1,1,5200,999,12,3,9,1,2,999.99,3,6,2,950,0,0,21000,6,2
52,1,1,1,7,35,1,1,2,2086,999,34,1,1,1,18,35.04,3,4,2,2100,0,0,77500,9,2
58,1,1,1,7,35,1,1,2,2086,999,36,1,1,1,5,38.4,3,16,1,2200,2100,0,75000,9,1
58,2,1,1,7,35,1,1,2,1825,999,19.331132,1,1,1,5,32.91,3,16,1,2300,2900,0,62500,11,1
28,1,6,1,7,35,1,1,2,2086,999,3,1,9,1,19,17.28,1,4,2,1750,0,0,38000,6,1
59,2,5,1,7,35,1,2,1,1486,999,38,1,1,2,5,13.25,3,8,2,0,0,0,21000,9,1
52,1,2,1,7,35,1,1,2,2086,999,36,1,1,1,24,24.44,1,5,2,2200,0,1000,62500,9,1
51,2,2,1,7,35,1,1,2,1083,999,23,1,1,2,24,10,3,5,2,550,0,0,14000,4,2
43,2,1,1,7,35,1,1,2,1564,999,14,1,1,1,10,43.52,1,11,1,2100,6750,925,87500,11,1
45,1,1,1,7,35,1,1,2,3129,999,25,3,9,1,99,999.99,3,6,2,2100,0,0,190000,6,2
38,2,1,1,7,35,1,1,2,782,999,0,1,1,2,5,12,3,6,2,425,0,0,13000,9,2
36,1,1,1,7,35,1,1,2,2086,999,15,1,1,1,2,45.6,3,6,2,2100,0,0,92500,9,2
52,1,1,1,7,35,1,2,2,2086,999,22,1,1,1,20,25,3,5,2,2100,0,0,70000,9,1
43,2,1,1,7,35,1,1,2,2086,999,25,1,1,1,99,14.7,1,5,2,2300,0,1100,105000,9,1
43,1,1,1,7,35,1,1,2,2868,999,25,1,1,1,21,21.12,3,7,2,2200,0,0,55000,6,2
51,1,4,1,7,35,1,1,2,2086,999,35,1,1,1,24,35,1,5,2,2400,0,1025,75000,9,1
53,1,1,1,7,35,1,1,2,2086,999,33,1,9,1,20,22.75,3,15,2,2200,0,225,46000,9,1
21,1,6,1,7,35,1,1,2,2086,999,2,1,9,1,24,10.75,3,5,2,700,0,50,17000,7,2
36,2,1,1,7,35,1,1,2,657,999,19,1,9,2,13,10.35,3,14,2,250,0,0,9000,7,2
36,1,1,1,7,35,1,1,2,2086,999,15,1,9,1,2,45.6,3,6,2,2300,2700,0,95000,9,2
54,2,3,1,7,35,1,1,2,1825,999,17,1,9,1,10,20.3,1,11,1,1800,0,0,39000,12,1
47,1,6,1,7,35,1,1,2,2086,999,19.331132,1,1,1,24,32.75,1,10,2,2100,0,925,65000,6,1
55,1,3,1,7,35,2,1,2,2086,999,34,1,1,1,9,23.52,1,12,1,2000,1250,0,48000,9,1
46,2,2,1,7,35,1,2,2,2086,999,7,1,1,1,17,11,3,6,2,1150,725,0,26000,9,1
45,2,2,1,7,35,1,1,2,1955,999,22,1,1,1,17,19.1,1,12,2,1550,1250,425,36000,5,1
52,1,2,1,7,35,1,1,2,1344.26572,999,19.331132,5,9,9,23,999.99,3,10,2,0,0,0,1250,9,2
27,2,2,1,7,35,1,1,1,1721,999,7,1,1,2,14,7.3,3,13,2,325,0,0,10000,6,2
32,1,2,1,7,35,1,1,2,2294,999,13,1,1,1,19,20,3,4,2,2200,0,0,55000,6,2
60,2,1,1,7,35,1,1,1,1616,999,38,1,1,2,17,10.25,3,14,2,350,0,0,11500,4,2
40,2,2,1,7,35,1,1,2,2086,999,19.331132,1,2,1,5,15,3,10,2,1800,0,0,40000,9,2
27,2,6,1,7,35,2,1,2,2086,999,19.331132,1,2,1,5,11.05,3,10,2,1150,0,0,26000,7,2
46,2,6,1,7,35,2,1,2,1408,999,19.331132,1,1,2,17,21.33,1,12,1,1350,1000,475,31000,9,1
40,1,3,1,7,35,1,1,2,2086,999,19.331132,1,1,1,17,11,3,8,2,925,0,0,24000,5,2
30,1,1,1,7,35,1,1,2,2086,999,10,1,1,1,20,27.67,1,3,2,2200,2800,1100,75000,9,1
28,2,1,1,7,35,1,1,2,1402,999,5,1,2,1,9,13.5,3,12,2,800,0,125,19000,9,2
30,2,1,1,7,35,1,1,2,1825,999,5,1,1,1,11,36,1,11,1,2100,7500,300,47000,12,1
32,1,1,1,7,35,1,1,2,2086,999,9,1,1,1,6,67.2,3,5,2,2200,0,0,100000,9,1
51,1,2,1,7,35,1,1,2,1344.26572,999,19.331132,6,9,9,12,999.99,3,8,2,2050,0,0,44000,9,2
42,2,2,1,7,35,1,1,2,3129,999,19.331132,1,1,1,13,16.85,3,6,2,2200,0,0,55000,9,2
51,1,1,1,7,35,1,2,2,2607,999,31,1,1,1,12,22.66,3,5,2,2200,0,0,60000,6,1
45,2,1,1,7,35,1,2,2,1825,999,21,1,1,1,4,23.86,1,11,1,2000,3200,750,42000,9,1
17,1,6,1,7,35,1,2,1,774,999,1,1,1,2,13,10.25,3,6,2,0,0,0,6750,5,2
58,1,1,1,7,35,1,2,2,2607,999,39,1,1,1,99,49.92,1,7,2,2200,0,1750,140000,6,1
24,1,6,1,7,35,1,2,1,690,999,0,6,9,2,10,999.99,3,11,2,0,0,0,3200,12,2
52,1,1,1,7,35,1,1,2,1841,1,30,1,1,1,2,38.4,3,6,2,2200,4300,850,82500,9,1
58,2,1,1,7,35,1,1,2,1955,999,33,1,1,1,7,35.84,1,12,1,2300,6250,1400,87500,9,1
26,2,6,1,2,35,2,1,2,2086,999,3,1,1,1,11,20.64,3,15,2,1950,0,0,43000,12,2
61,2,1,1,7,35,1,1,2,1929,999,33,1,1,1,13,17.9,1,6,2,1600,0,475,36000,2,1
28,1,6,1,7,35,1,1,2,435,999,2,1,1,2,11,11.49,3,13,2,775,0,0,19000,11,2
44,1,1,1,7,35,1,1,2,2607,999,23,6,9,1,3,999.99,3,8,2,1100,0,0,0,11,2
43,2,1,1,7,35,1,1,1,524,999,0,1,1,2,13,13,3,6,2,25,0,0,3900,9,2
19,2,6,1,7,35,1,1,1,928,999,19.331132,1,1,9,11,14.35,3,13,2,0,150,0,1150,6,1
38,2,6,1,7,35,1,2,1,2164,999,9,1,1,1,5,12,3,6,2,1050,0,0,25000,9,2
58,2,6,1,7,35,1,1,2,1251,999,0,1,1,2,13,15.2,1,6,2,1050,0,600,24000,7,1
42,1,1,1,7,35,1,1,2,2091,999,18,1,1,1,9,41.76,3,5,2,2300,0,0,115000,9,1
59,2,4,1,7,35,2,1,1,2893,999,5,6,9,1,17,999.99,3,10,2,1650,0,0,0,7,2
51,1,1,1,7,35,1,1,2,2607,999,27,1,1,1,23,21.5,3,1,2,2300,0,0,55000,11,2
52,2,1,1,7,35,1,1,2,1955,999,3,1,1,1,12,31.23,3,8,2,2200,0,0,67500,11,1
52,2,6,1,7,35,1,2,2,1877,999,16,1,1,1,17,18,1,6,2,1600,0,625,37000,6,1
31,1,2,1,7,35,1,1,2,2607,999,10,1,1,1,6,27.98,3,5,2,2100,1250,0,67500,9,2
40,1,1,1,7,35,1,1,2,2086,999,18,1,1,1,6,38.4,1,3,1,2300,4000,1025,97500,9,1
39,2,1,1,7,35,1,1,2,1564,999,20,5,9,1,13,999.99,3,6,2,1900,0,0,3600,9,2
52,1,3,1,7,35,1,1,2,1880,999,33,1,1,1,22,35,1,5,2,2200,0,900,72500,9,1
59,1,1,1,7,35,1,1,2,2294,999,19.331132,1,1,1,20,21,3,5,2,2100,0,0,60000,6,2
57,2,1,1,7,35,1,1,2,1877,999,19.331132,1,1,1,16,16.25,2,12,1,1300,525,0,27000,9,1
28,1,6,1,7,35,1,1,2,2086,999,19.331132,1,1,1,22,14.5,1,5,2,1300,0,425,29000,7,2
62,2,1,1,7,35,1,2,2,2086,999,19.331132,1,1,1,13,16.85,3,6,2,825,0,0,22000,9,1
27,2,6,1,7,35,2,1,2,1043,999,2,1,1,2,13,10.25,3,6,2,525,0,0,12500,9,2
65,1,1,1,7,35,2,1,2,3129,999,41,1,1,1,9,19.84,3,15,2,0,2800,0,52500,12,1
43,2,6,1,7,35,1,1,2,1773,999,18,1,1,1,8,16,3,12,2,1350,0,0,34000,11,2
49,1,1,1,7,35,1,1,2,2086,999,19.331132,1,1,1,22,36,3,7,1,2300,7250,0,82500,9,1
52,2,1,1,7,35,1,2,2,2086,999,30,1,1,1,24,27.36,3,5,2,2200,2900,0,75000,9,1
52,1,1,1,7,35,1,2,2,2086,999,19.331132,1,1,1,5,24,1,3,1,2200,3900,725,55000,6,1
21,1,6,1,7,35,1,2,2,2086,999,19.331132,1,1,1,24,16,3,5,2,1800,625,0,40000,6,1
55,2,3,1,7,35,1,2,2,1434,999,32,6,9,2,17,999.99,3,10,2,1600,0,0,0,6,2
67,2,5,1,7,35,1,2,2,1955,999,49,1,1,1,4,14.34,3,8,2,0,225,0,40000,6,1
38,1,1,1,7,35,1,2,2,2086,999,13,1,1,1,6,33.6,3,4,2,2300,0,0,77500,9,2
33,2,1,1,7,35,1,2,1,795,999,13,1,1,1,9,23.59,3,9,2,1400,0,0,18000,9,2
29,2,1,1,7,35,1,1,2,2294,999,7,1,1,1,24,13,3,5,2,1100,0,0,25000,10,2
29,1,1,1,7,35,1,1,2,2086,999,10,1,1,1,19,30.64,1,4,2,2200,5250,725,72500,9,2
54,1,1,1,7,35,1,2,2,2086,999,34,1,1,1,2,43.27,3,5,2,2400,1450,0,92500,6,1
31,1,1,1,7,35,1,1,2,2072,999,7,1,1,1,11,37.44,3,5,2,2200,3700,0,100000,12,2
24,1,6,1,7,35,2,1,2,2086,999,8,1,9,1,22,20,3,4,2,1850,0,0,42000,7,2
49,1,1,1,7,35,1,1,2,2086,999,25,1,9,1,24,30,3,5,2,2100,3300,0,67500,6,2
19,2,6,1,7,35,1,1,2,2052,999,3,1,9,1,5,14.5,3,4,2,975,0,350,23000,7,2
43,1,1,1,7,35,1,1,2,1955,999,21,1,1,1,17,25.85,3,12,1,2300,4200,0,50000,9,1
43,2,1,1,7,35,1,1,2,1955,999,7,1,1,1,17,17.07,3,12,2,1450,2400,0,33000,6,1
17,2,6,1,7,35,1,1,1,2252,999,19.331132,1,2,9,5,9.22,3,13,2,300,0,0,8000,6,2
38,2,2,1,7,35,2,1,2,1586,999,11,1,9,1,8,18,3,12,2,700,0,0,18000,4,1
46,1,2,1,7,35,2,1,2,2086,999,8,1,9,1,6,20,1,5,2,2300,3300,0,50000,12,2
62,1,1,1,7,35,1,2,1,436,999,47,1,2,2,23,17,3,10,2,0,0,0,11500,4,2
58,1,4,1,7,35,2,1,2,2086,999,38,1,1,1,20,29.28,1,4,2,2100,3800,1150,75000,9,1
52,1,2,1,7,35,2,1,2,4171,999,19.331132,6,9,1,21,999.99,3,7,2,225,0,0,300,9,2
38,2,2,1,7,35,2,1,2,1768,999,19.331132,1,1,1,8,18.95,1,12,2,1500,700,500,33000,9,1
45,2,2,1,7,35,1,1,2,2086,999,26,1,1,1,24,15.97,1,5,2,1400,0,475,32000,9,2
47,1,2,1,7,35,1,1,2,2086,999,32,1,1,1,20,22,3,5,2,2200,0,0,65000,9,2
60,2,1,1,7,35,1,2,2,268,999,22,6,9,1,9,999.99,3,9,2,1150,0,0,0,12,2
59,1,1,1,7,35,1,2,2,608,999,19,6,9,1,9,999.99,3,9,2,1100,0,0,0,11,2
27,1,6,1,7,35,1,2,2,1147,999,19.331132,1,1,2,14,16.67,3,14,2,375,0,0,10000,8,2
24,1,6,1,7,35,1,2,2,1060,999,1,1,2,1,23,14,1,16,1,600,0,275,16000,8,2
23,1,6,1,7,35,1,2,2,698,999,1,1,2,1,13,11,3,5,2,50,0,25,5500,11,2
37,2,1,1,7,35,1,1,2,2607,999,11,6,9,1,9,999.99,3,12,2,700,0,0,0,9,2
35,1,1,1,7,35,1,1,2,1825,999,16,1,1,1,6,27.43,1,11,1,2300,3500,1025,55000,9,1
58,1,1,1,7,35,2,1,2,2086,999,36,1,9,1,2,28.8,3,4,2,1900,0,650,44000,6,2
52,2,1,1,7,35,2,1,1,2868,999,29,1,9,1,17,10.25,3,6,2,1200,0,0,18500,9,1
35,2,6,1,2,35,1,1,2,2294,999,13,1,1,1,2,24.44,3,14,2,2300,0,0,60000,12,1
46,2,1,1,7,35,1,1,2,1877,999,19.331132,1,1,1,8,22.4,1,12,1,2100,1850,750,49000,6,1
51,1,1,1,7,35,1,1,2,2086,999,19.331132,1,1,1,2,50.4,3,7,2,2200,0,0,100000,9,2
22,1,6,1,7,35,1,1,2,2138,999,19.331132,1,1,1,22,27.16,3,7,2,2100,950,0,55000,6,1
50,1,1,1,7,35,2,1,2,2086,999,30,1,9,1,15,48,1,16,1,2200,0,1150,105000,9,1
30,2,1,1,7,35,2,1,2,1564,999,19.331132,1,1,1,9,15,3,12,2,1000,0,0,25000,7,2
51,1,1,1,7,35,1,1,2,2086,999,34,1,1,1,24,29,3,5,2,2100,0,0,85000,9,2
40,2,4,1,7,35,2,1,2,2066,999,9,1,1,1,12,12,3,5,2,1200,0,0,27000,6,1
40,1,1,1,7,35,2,1,2,608,999,6,6,9,1,2,999.99,3,6,2,0,0,0,0,6,2
35,2,1,1,7,35,2,1,2,190,0,0,1,2,2,9,11,3,12,2,0,0,0,1550,7,2
41,2,6,1,7,35,2,1,2,2086,999,19,1,1,1,11,33.02,3,6,2,2300,0,0,75000,12,1
34,2,6,1,7,35,2,1,1,390,10,12,1,9,1,13,14,3,6,2,1650,0,0,36000,10,2
34,2,6,1,7,35,2,1,2,1955,999,3,1,9,1,13,10.67,3,6,2,750,0,0,18500,11,2
27,2,3,1,7,35,1,1,2,2086,999,19.331132,1,1,1,24,25.92,3,5,2,2200,0,0,47500,6,1
40,2,2,1,7,35,1,1,2,2086,999,16,1,1,1,10,39.36,1,11,1,2200,9000,1200,80000,11,1
37,1,2,1,7,35,1,1,2,556,999,6,1,2,1,24,22.5,3,5,2,300,0,0,10000,12,2
46,2,6,1,7,35,2,1,1,1629,999,19.331132,6,9,2,11,999.99,3,10,2,775,0,0,3000,11,2
39,1,1,1,7,35,1,1,2,2649,999,24,1,1,1,99,17.14,3,7,2,2200,0,0,105000,9,1
45,2,2,1,7,35,1,1,2,2294,999,24,1,1,1,2,25.75,3,5,2,2200,0,0,57500,6,1
23,2,6,1,7,35,2,1,1,3221,999,3,1,2,1,10,18.75,3,11,1,500,0,0,13000,12,2
21,1,6,1,7,59,2,1,2,2086,999,3,1,1,1,17,19.2,3,16,1,1550,1850,0,33000,7,1
52,1,1,1,7,35,1,1,2,1955,999,29,1,1,1,18,36.86,3,13,2,2200,0,0,82500,9,1
48,1,1,1,7,35,1,1,2,2607,999,27,1,1,1,6,57.6,3,5,2,2300,3900,0,130000,9,1
49,2,1,1,7,35,1,1,2,1344.26572,999,10,6,9,9,17,999.99,3,10,2,4000,0,0,14000,9,2
61,1,1,1,7,35,1,2,2,2086,999,38,1,9,1,22,16.65,3,5,2,0,0,0,36000,6,1
42,2,3,1,7,35,1,1,2,2607,999,23,6,9,1,9,999.99,3,12,2,1300,0,0,0,9,2
51,1,4,1,7,35,2,1,2,2086,999,33,1,1,1,24,32,1,5,2,2300,0,900,65000,9,1
54,2,1,1,7,35,1,1,1,2738,999,10,1,2,1,5,22.75,3,10,2,1750,1850,0,39000,9,2
55,1,1,1,7,35,1,1,2,2868,999,38,1,1,1,12,35.61,3,6,2,2200,3500,0,100000,7,1
26,2,6,1,7,35,1,1,1,1781,999,3,1,1,1,9,30.01,3,12,2,1900,0,0,44000,11,1
57,1,1,1,7,35,1,1,1,2298,999,29,6,9,1,12,999.99,3,6,2,750,0,0,525,9,2
57,2,1,1,7,35,1,1,2,2086,999,28,1,1,1,4,13.44,3,6,2,1250,0,0,29000,7,2
24,1,6,1,7,35,1,1,2,1203,999,2,1,1,1,21,15,3,7,2,1050,0,0,24000,9,2
54,1,3,1,7,35,1,1,2,2086,999,33,1,1,1,22,15.78,3,5,2,1450,175,0,34000,5,1
53,2,4,1,7,35,2,1,2,2086,999,35,1,1,1,9,8.44,3,12,2,625,0,0,15500,5,2
46,1,6,1,7,35,1,2,1,340,999,14,1,1,1,17,10.25,3,14,2,0,0,0,2900,11,2
34,1,1,1,7,35,1,1,2,2086,999,12,1,1,1,12,48,3,13,2,2300,5750,0,180000,11,1
52,2,1,1,7,35,1,1,2,1955,999,31,1,1,1,4,21,1,12,1,1900,2700,550,41000,6,1
31,2,6,1,7,35,1,1,2,2086,999,12,1,9,1,17,20.5,3,15,2,2200,0,0,46000,9,1
63,2,4,1,7,35,1,1,2,2086,999,20,1,1,1,8,20,1,12,1,1700,8750,1150,37000,11,1
60,2,4,1,7,35,2,1,1,1498,999,19.331132,6,9,2,11,999.99,3,11,2,1050,0,0,675,11,2
49,2,1,1,7,35,1,1,1,1016,999,14,6,9,2,11,999.99,3,11,2,475,0,0,3300,11,2
47,1,1,1,7,35,1,1,2,1825,999,23,1,1,1,6,64.27,3,16,1,2300,10500,350,120000,11,1
32,1,2,1,2,48,2,1,2,2868,999,12,4,9,1,6,999.99,3,9,2,2200,0,0,57500,8,2
27,2,2,1,2,48,2,1,2,1672,999,6,1,9,1,7,25,1,12,1,1950,0,475,42000,9,1
57,2,1,1,7,35,1,2,2,3128,999,31,5,9,1,11,999.99,3,9,2,450,0,0,0,12,2
51,1,1,1,7,35,1,2,1,4075,999,19.331132,5,9,1,9,999.99,3,12,2,2600,0,0,2200,12,2
52,2,5,1,7,35,1,1,2,2086,999,32,1,1,1,2,36,3,9,2,0,0,0,85000,9,2
38,2,1,1,7,35,1,1,2,1955,999,13,1,1,1,6,26.11,3,9,2,775,0,0,18000,11,2
33,1,1,1,7,35,1,1,1,2474,999,13,1,1,1,2,74.4,3,3,2,2300,0,0,180000,12,1
53,2,1,1,7,35,1,1,1,2398,999,20,1,1,1,12,18.1,3,8,2,1550,0,0,37000,6,2
56,1,1,1,7,35,1,1,2,1955,999,37,1,1,1,24,43.2,3,5,2,2100,0,0,97500,9,2
26,2,6,1,7,35,2,1,2,2086,999,3,1,9,1,11,20.64,3,15,2,1850,0,0,40000,10,2
64,1,1,1,7,35,1,2,2,1530,999,19.331132,1,1,1,14,18.27,3,14,2,0,0,0,25000,3,2
58,2,1,1,7,35,1,1,2,1955,999,31,1,1,1,5,15.36,3,7,2,1150,0,0,27000,9,2
32,2,1,1,7,35,1,1,2,1825,999,14,1,1,1,5,23.04,3,9,2,1800,0,0,43000,9,2
34,1,1,1,7,35,1,1,2,2086,999,15,1,1,1,24,19.52,1,5,2,1800,0,725,40000,6,1
58,1,1,1,7,35,1,1,2,2346,999,38,3,9,1,18,999.99,3,4,2,875,0,0,19500,9,2
57,2,1,1,7,35,1,1,2,1043,999,19.331132,1,1,2,5,15.75,3,4,2,450,0,0,13000,6,2
34,1,1,1,7,35,1,1,2,1825,999,12,1,1,1,6,46.08,3,9,2,2100,0,0,80000,12,2
32,2,1,1,7,35,1,1,2,2086,999,7,1,1,1,9,31.2,3,12,2,2200,4600,250,67500,12,1
56,1,1,1,7,35,1,2,2,2503,999,34,1,9,1,21,17,3,7,2,1750,725,0,37000,4,2
49,2,1,1,7,35,1,2,2,2086,999,17,1,1,1,20,15.25,3,5,2,1450,625,0,33000,4,1
53,2,1,1,7,35,1,2,2,1874,0,27,1,1,1,99,61.44,3,8,2,2200,0,0,120000,11,2
24,2,6,1,7,35,1,2,2,445,999,0,1,1,1,17,16.8,3,10,2,400,0,0,12500,10,2
56,1,1,1,7,35,1,1,2,2294,999,35,1,9,1,22,25,3,4,2,1250,0,0,29000,3,2
59,2,1,1,7,35,1,1,2,438,999,19,1,9,2,13,10.25,3,6,2,275,0,0,8250,9,2
61,1,1,1,7,35,1,2,2,2086,999,15,1,1,1,22,16.8,1,3,1,1900,0,2000,43000,6,2
58,2,1,1,7,35,1,2,2,2086,999,13,1,1,1,17,22.08,1,11,1,2100,3500,725,46000,4,1
39,2,1,1,7,35,1,1,2,1825,999,17,1,2,1,9,32.91,3,11,1,2200,0,550,45000,8,2
37,1,1,1,7,35,1,1,2,2086,999,15,1,1,1,20,27.36,3,5,2,2300,0,0,70000,9,2
48,1,1,1,7,35,1,1,2,2366,999,19.331132,1,2,1,23,18.7,3,2,2,2100,0,0,44000,9,2
70,1,6,1,7,35,1,2,2,1344.26572,999,44,1,9,9,99,999.99,3,99,9,0,0,0,42000,12,2
35,2,3,1,7,35,2,1,2,1825,999,15,1,1,1,14,11.52,3,14,2,1000,0,0,25000,9,2
32,2,6,1,7,35,1,1,2,2086,999,11,1,9,1,24,14.2,3,5,2,1450,0,400,32000,9,2
38,1,1,1,7,35,1,1,2,2086,999,21,1,1,1,20,12.5,3,5,2,1050,0,0,26000,5,2
20,1,6,1,7,35,1,1,2,1853,0,3,1,2,1,23,10.25,1,15,2,375,0,0,10500,6,1
54,1,1,1,7,35,1,1,2,0,997,37,1,9,9,99,999.99,3,99,9,2200,0,250,62500,5,2
52,2,1,1,7,35,1,1,1,2345,999,19,1,2,1,5,20.16,1,7,1,1000,0,500,25000,7,1
43,2,2,1,7,35,2,1,2,1356,999,8,1,9,2,17,14.34,1,5,2,1200,0,0,27000,7,2
47,1,2,1,7,35,2,1,2,2397,999,27,1,9,1,18,28,3,4,2,1700,0,900,38000,4,2
58,1,1,1,7,35,1,1,2,2503,999,38,1,1,1,21,22.28,3,7,2,1800,0,0,41000,4,2
35,1,2,1,7,35,1,1,1,4588,999,3,1,1,1,15,11.11,1,10,2,2000,2100,550,44000,9,1
32,2,2,1,7,35,1,1,2,0,997,8,1,9,9,99,999.99,3,99,9,1850,1200,450,41000,9,2
46,2,2,1,7,35,1,1,2,2086,999,19.331132,6,9,1,9,999.99,3,11,2,950,0,0,0,6,2
50,1,2,1,7,35,1,1,2,2607,999,19.331132,6,9,1,9,999.99,3,11,2,1650,0,0,0,7,2
67,2,5,1,7,35,1,2,2,192,999,45,6,9,2,99,999.99,3,15,2,0,0,0,0,6,2
49,2,1,1,7,35,1,1,2,1825,999,25,1,1,1,5,13.71,1,16,1,1200,0,0,28000,9,1
58,1,1,1,7,35,1,1,2,2086,999,39,1,1,1,24,18.45,3,5,2,2100,2500,0,72500,5,1
23,2,6,1,7,35,2,1,2,2086,999,19.331132,1,1,1,17,8.75,1,6,2,1300,0,475,30000,6,1
59,2,1,1,7,35,1,1,2,2086,999,19.331132,6,9,1,2,999.99,3,6,2,250,0,0,0,9,2
28,1,2,1,7,35,1,1,2,2086,999,6,1,9,1,20,22,3,6,2,2100,0,875,48000,5,2
34,2,1,1,7,35,1,1,2,1825,999,10,1,1,1,10,48.82,1,11,1,1650,3600,800,35000,8,1
