@relation selecteddata2_post1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R4

@attribute ecage26 numeric
@attribute ecsex99 {1,2}
@attribute marst26 {1,2,3,4,5,6}
@attribute pvreg25 {10,11,12,13,24,35,46,47,48,59}
@attribute dwtenr25 {1,2}
@attribute mortg25 {1,2}
@attribute multj28 {1,2}
@attribute alhrp28 numeric
@attribute yrxfte11 numeric
@attribute clwkr1 {1,2,3,4,5,6}
@attribute prmjb1 {1,2,8,9}
@attribute fllprt1 {1,2,9}
@attribute nocg2e6 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,99}
@attribute imphwe1 numeric
@attribute uncoll1 {1,2,3}
@attribute n07c3g10 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,99}
@attribute pubpv10 {1,2,9}
@attribute cqpc42 numeric
@attribute rppc42 numeric
@attribute udpd42 numeric
@attribute wgsal42 numeric
@attribute hleveg18 {1,2,3,4,5,6,7,8,9,10,11,12}

@data
43,1,6,35,1,2,2,1981,22,1,1,1,2,58.61,3,6,2,2300,0,950,115000,11
39,1,6,35,2,1,2,1955,19.331132,1,1,1,9,42.91,1,16,1,2200,5500,400,82500,12
26,1,6,35,1,1,1,1572,7,1,9,1,18,15,1,4,2,1000,0,0,23000,6
25,1,6,35,2,1,2,2485,19.331132,1,1,1,2,19.55,3,9,2,2200,0,0,52500,8
38,2,1,35,1,1,2,326,14,1,1,2,10,24,1,11,1,300,950,325,9750,11
41,1,1,35,1,1,2,820,16,1,1,1,4,44.54,3,16,1,2200,6250,0,110000,11
36,2,1,35,1,1,2,2030,10,1,9,1,5,24,3,10,2,2400,5250,0,55000,12
46,2,6,35,2,1,2,1955,17,1,1,1,11,33.28,1,15,2,2100,2100,950,72500,12
60,2,1,35,1,2,2,2086,36,1,1,1,18,18.89,1,11,1,2100,6000,1200,80000,12
43,2,1,35,1,1,2,1955,19,1,1,1,9,34.82,3,12,2,2300,3100,0,62500,11
49,2,1,35,1,1,2,2086,30,1,9,1,5,31,3,16,1,2200,4000,0,67500,9
50,1,1,35,1,1,2,2086,29,1,9,1,15,47.04,2,16,1,2200,11500,1150,110000,8
42,2,2,35,1,1,2,1955,15,1,1,1,5,24.58,1,16,1,2200,3000,750,52500,9
29,2,6,35,1,1,2,2346,8,1,9,1,11,21.33,3,13,2,2100,1500,0,52500,6
32,2,1,35,2,1,2,623,7,1,1,1,10,14.34,3,11,1,250,0,0,8750,9
40,1,1,35,2,1,1,2347,17,1,1,1,6,16,3,5,2,1700,0,0,38000,9
25,1,1,35,2,1,1,1572,7,1,9,1,18,15,1,4,2,1050,0,0,23000,6
59,1,2,35,1,1,2,1825,36,1,1,1,10,51.02,1,11,1,2200,10500,1200,100000,11
48,2,1,35,1,1,2,1955,15,1,1,1,3,36.35,2,16,1,2200,5000,0,85000,11
49,1,1,35,1,1,2,1955,12,1,1,1,4,29.18,3,8,2,2300,0,0,57500,8
40,2,1,35,1,1,2,2086,13,1,1,1,15,41.28,1,16,1,2300,14000,1550,95000,11
50,2,6,35,2,1,2,1955,5,1,1,1,17,20.48,1,10,2,1850,2900,625,41000,4
62,1,1,35,1,2,2,1825,47,1,1,1,5,10.97,3,6,2,825,0,0,19000,6
50,2,6,35,1,2,2,1955,31,1,1,1,3,31.74,1,16,1,2300,4400,650,67500,9
48,2,1,35,1,2,2,1929,19,1,1,1,4,52.41,2,16,1,2200,7500,200,120000,11
47,1,1,35,1,2,2,1955,18,1,1,1,5,40.96,1,16,1,2200,4900,1100,70000,9
68,1,6,35,1,1,2,1981,44,1,9,1,4,13.32,3,7,2,0,325,0,42000,7
65,1,5,35,2,1,2,1981,38,1,1,1,17,20.21,3,10,2,1800,0,0,39000,11
42,2,1,35,2,1,2,2086,17,1,1,1,4,34.54,3,15,2,2300,0,0,77500,9
60,1,1,35,2,1,2,2086,30,1,1,1,13,22.56,1,6,2,1900,0,625,44000,9
52,1,2,35,1,1,2,1945,26,1,1,1,5,21.5,1,3,1,2200,3500,600,50000,9
52,1,1,35,1,1,2,2086,19.331132,1,1,1,6,31.68,2,5,2,2100,0,0,87500,12
28,1,1,35,1,1,1,1964,7,1,1,1,6,36.57,3,9,2,2300,2700,0,77500,11
48,2,2,24,1,2,2,1955,21,1,1,1,2,47.1,3,4,2,2200,0,325,92500,11
51,1,2,24,1,2,2,1955,25,1,1,1,2,58.88,3,9,2,2400,0,550,125000,11
44,1,1,35,1,1,2,1955,6,1,1,1,6,36.35,1,16,1,2100,5750,650,75000,11
67,1,1,35,1,1,2,1955,38,1,1,1,3,56.32,1,7,1,0,4500,1150,110000,11
37,1,6,35,1,1,2,1955,19.331132,1,1,1,6,47.62,1,7,2,2300,6000,1600,92500,9
51,1,1,35,1,2,2,1955,25,1,1,1,5,56.32,3,16,1,2300,7500,0,110000,12
34,1,2,35,1,1,2,1955,14,1,1,1,6,34.82,1,5,2,2200,2000,850,80000,9
35,2,2,35,1,1,2,1944,14,1,2,1,5,22.02,1,16,1,1900,2100,500,42000,8
62,1,1,35,1,1,2,1104,41,1,1,2,13,14.9,3,6,2,0,0,0,15000,2
43,1,1,35,1,1,1,2869,16,1,2,1,10,56,1,11,1,2300,1350,625,48000,9
58,2,1,35,1,2,2,1955,23,1,1,1,4,14.85,3,8,2,1400,475,0,30000,9
25,1,6,35,1,1,1,2868,2,1,1,1,5,28,2,16,1,2200,725,675,60000,11
40,2,1,35,1,1,2,1955,10,1,1,1,2,31.74,3,8,2,2200,2300,0,72500,11
64,1,1,35,1,2,2,2086,39,1,1,1,6,34.56,3,9,2,2300,0,0,95000,9
51,2,1,35,1,2,2,2086,29,1,1,1,6,44.88,3,9,2,2100,0,0,97500,12
48,1,1,35,1,2,2,2086,19.331132,1,1,1,2,43.51,3,13,2,2200,5250,0,120000,12
27,1,1,35,1,1,2,1955,4,1,9,1,9,32.26,1,9,2,2300,0,0,62500,11
53,1,1,35,1,1,2,1955,31,1,1,1,6,51.71,1,16,1,2100,7250,700,100000,12
45,2,1,35,1,1,2,1955,7,1,1,1,9,48.13,1,16,1,2300,6750,675,87500,12
46,1,1,35,1,2,2,1955,19,1,9,1,6,37.38,1,16,1,2200,5250,0,77500,12
28,1,2,35,2,1,2,1402,19.331132,1,1,1,6,13,3,13,2,775,0,0,19000,7
40,1,1,35,1,1,2,2086,13,1,1,1,6,32.45,3,9,2,2300,0,0,92500,11
48,1,5,35,1,1,2,2086,19.331132,1,1,1,99,57.6,3,16,1,2200,5500,0,150000,11
37,1,6,35,1,1,2,2086,20,1,9,1,21,24,3,4,2,2200,0,0,52500,7
48,2,3,35,1,1,2,1955,30,1,1,1,4,42.55,2,16,1,2300,5250,500,80000,8
42,2,1,35,2,1,2,2086,9,1,1,1,3,38.4,3,9,2,2400,4600,1200,82500,11
38,1,1,35,1,1,2,1955,15,1,1,1,3,49.92,2,16,1,2200,6750,275,100000,12
53,2,1,35,1,1,2,1955,28,1,1,1,6,29.59,1,16,1,1950,2200,325,42000,11
33,2,1,35,1,2,2,1955,10,1,1,1,5,50.69,1,16,1,2100,7250,425,110000,11
32,1,1,35,2,1,2,2086,5,1,1,1,6,31.68,3,6,2,2200,3100,0,65000,11
38,2,1,35,1,1,1,2007,20,1,1,1,6,30.31,1,12,1,2300,4600,1050,72500,9
33,1,1,35,1,1,2,1955,8,1,1,1,6,39.68,1,16,1,2200,5750,725,100000,11
35,2,1,35,1,1,2,1955,16,1,1,1,8,36.5,1,12,1,2100,6500,1700,87500,9
42,1,1,35,1,1,2,1955,19,1,1,1,6,38.4,1,16,1,2300,5000,625,77500,9
43,1,1,35,1,1,2,1955,18,1,1,1,9,47.62,1,9,2,2100,6500,500,92500,11
46,1,1,35,1,1,2,2086,9,1,1,1,13,11.52,3,6,2,950,0,0,24000,9
46,2,1,35,1,1,2,1955,20,1,1,1,5,38.4,3,12,1,2200,3200,0,75000,11
57,1,2,35,1,2,2,3129,39,1,9,1,4,28.87,3,8,2,2400,10500,0,145000,12
43,1,1,35,1,2,2,1955,12,1,1,1,6,44.03,1,16,1,2100,9500,0,85000,12
34,2,1,46,1,1,2,1955,12,1,1,1,5,18.43,3,8,2,1550,1100,0,36000,7
63,1,1,35,1,2,2,1989,19.331132,1,1,9,5,23.62,3,4,2,0,0,0,75000,7
38,1,6,35,1,2,2,2086,16,1,1,1,3,15,3,8,2,975,0,0,22000,9
35,2,2,35,1,1,2,1955,15,1,9,1,5,33.28,3,7,1,2100,5250,1100,72500,9
40,2,1,35,1,1,1,2277,19.331132,1,1,1,9,25.33,1,12,1,2100,4300,1000,57500,12
20,1,6,35,1,2,2,2607,3,1,1,1,22,14.59,3,4,2,1900,0,0,40000,6
37,1,4,35,2,1,2,1955,21,1,1,1,6,34.3,3,7,1,2100,5250,0,77500,9
48,2,5,35,1,2,2,1955,12,1,1,1,4,26,1,16,1,0,3000,800,62500,6
23,2,6,35,1,2,2,1785,5,1,1,1,5,21,3,5,2,1600,325,0,34000,6
45,2,1,35,1,1,1,2085,7,1,1,1,99,19.97,1,11,1,2200,2900,600,150000,9
52,2,2,35,1,2,2,2086,33,1,1,1,18,36.5,1,7,2,2200,7000,1600,85000,9
51,1,2,35,1,2,2,2086,33,1,1,1,21,26.35,1,7,1,2100,4600,1100,57500,6
44,2,1,35,1,1,2,1877,21,1,1,1,7,42,1,12,1,2200,6250,1150,85000,9
44,1,1,35,1,1,2,2086,19.331132,1,1,1,21,24.48,1,5,2,2100,0,925,50000,7
43,2,1,35,1,1,2,1955,22,1,1,1,10,44.67,1,11,1,2200,10500,1650,92500,9
46,1,1,35,1,1,2,1877,25,1,1,1,12,38.4,1,3,1,2300,6000,925,75000,9
53,2,1,35,1,1,2,2294,16,1,9,1,10,41.02,1,11,1,2200,10500,1500,92500,12
42,2,1,35,1,1,2,2086,22,1,1,1,3,37.44,3,7,2,2100,2300,75,85000,9
50,1,1,35,1,1,2,2086,26,1,1,1,6,47.04,3,5,2,2100,0,0,110000,11
35,2,6,35,1,1,1,2218,16,1,1,1,9,30.01,3,12,2,2200,5500,0,60000,12
49,1,3,35,2,1,2,1729,32,1,1,1,20,26.13,1,5,2,2000,2500,750,46000,9
43,2,1,35,1,1,2,1728,21,1,1,1,9,28.16,1,16,1,2100,3100,850,50000,9
41,1,1,35,1,1,2,1781,17,1,1,1,2,39.42,3,16,1,2100,5000,575,82500,9
53,2,6,35,1,2,2,1825,33,1,1,1,5,27.25,1,16,1,2200,3800,775,55000,9
34,1,1,35,1,1,2,1893,9,1,1,1,9,33.45,1,16,1,2200,5000,850,57500,9
52,2,1,35,1,2,2,1825,24,1,1,1,11,25.06,1,13,1,2100,3700,0,44000,11
57,2,6,35,1,1,2,1669,19.331132,1,1,9,10,71.9,1,11,1,2100,10000,1550,90000,12
59,1,4,35,1,1,2,1251,39,1,1,2,20,20,1,13,1,1550,2400,575,36000,9
58,2,5,35,1,2,2,1825,29,1,1,1,4,32.91,3,16,1,0,7500,0,80000,11
58,1,1,35,1,1,2,1955,27,1,1,1,2,91.45,3,12,1,2200,16500,0,175000,12
53,2,1,35,1,1,2,1955,21,1,1,1,5,14.18,3,8,2,1250,1150,0,29000,9
25,2,6,35,2,1,2,2086,2,1,9,1,11,24.37,1,11,1,1900,0,0,40000,12
62,1,1,35,1,2,2,3650,45,1,1,1,2,19.75,3,6,2,2200,5500,0,97500,9
40,1,1,35,1,1,1,2092,11,1,1,1,10,48.48,1,11,1,2200,5750,1050,100000,12
43,2,1,35,1,1,1,2714,12,1,1,1,8,16.19,3,12,1,1450,875,0,32000,9
49,1,1,35,1,1,2,2086,27,1,1,1,2,50.88,3,16,1,2200,2600,0,92500,12
58,1,1,35,1,1,2,1955,31,1,1,1,6,61.44,1,16,1,2200,9000,900,110000,11
59,2,1,35,1,1,2,2086,19,1,1,1,10,46.08,1,11,1,2100,10500,1300,95000,12
48,2,1,35,1,2,2,1955,22,1,1,1,2,53.76,3,12,1,2200,9000,925,110000,12
35,2,1,35,1,1,2,980,14,1,1,1,12,21.02,3,8,2,825,750,0,22000,9
42,2,1,35,1,1,2,1825,14,1,1,1,5,24.52,1,16,1,2300,3500,750,49000,9
43,1,6,35,1,1,2,2086,24,1,9,1,12,15.45,1,6,2,1050,0,0,26000,3
30,1,1,35,2,1,2,1955,6,1,1,1,11,30.72,1,11,1,2100,4000,600,70000,12
51,2,6,35,1,1,2,1825,24,1,1,1,4,26.88,1,16,1,2100,3600,800,47500,11
31,2,1,35,1,1,2,1448,9,1,2,1,10,34.56,1,11,1,1750,3000,700,40000,9
32,1,1,35,1,1,2,2086,11,1,1,1,22,30,1,4,2,2200,0,2900,70000,7
45,2,1,35,1,1,2,1825,16,1,1,1,11,33,1,11,1,2300,5750,775,52500,11
51,2,4,35,1,1,2,1893,28,1,1,1,2,55.01,1,16,1,2200,8000,1100,110000,9
46,1,1,35,2,1,2,2346,19.331132,1,1,1,2,26.07,3,16,1,2200,3400,0,75000,6
37,2,1,35,1,1,2,1955,15,1,1,1,5,26.62,1,16,1,2200,2400,650,49000,9
33,1,1,35,1,1,2,2086,19.331132,1,1,1,15,36.96,3,16,1,2200,4900,0,77500,9
34,1,1,48,2,1,2,5200,19.331132,1,1,1,15,6.74,3,16,1,2300,3800,0,77500,9
52,1,1,35,1,1,2,1929,32,1,1,1,20,42.55,1,5,2,2100,0,725,77500,9
59,2,1,35,2,1,1,2474,20,1,1,1,10,25.23,3,11,1,2300,2100,25,55000,6
45,1,1,35,2,1,1,2268,23,1,1,1,17,26.88,3,13,1,2200,3800,0,62500,12
32,1,1,35,1,1,2,1825,11,1,1,1,2,49,3,16,1,2100,8250,0,87500,11
61,2,2,35,1,2,2,1095,38,1,1,2,5,23,1,12,1,1150,1950,325,27000,9
34,1,2,35,1,1,2,2607,3,1,1,1,10,30.72,1,11,1,2200,7000,600,77500,12
46,2,2,35,1,2,2,1460,13,1,1,2,2,44.64,1,16,1,2300,6750,0,92500,12
47,1,2,35,1,2,2,1893,19,1,1,1,2,53.42,3,16,1,2200,700,0,46000,12
27,2,6,13,2,1,2,1825,4,1,1,1,12,22.49,3,8,2,2300,0,0,48000,11
25,2,6,35,1,1,2,1825,4,1,9,1,7,35.5,1,12,1,2300,4500,0,75000,11
63,1,1,35,1,2,2,1955,19.331132,1,1,1,10,76.8,1,11,1,2300,8250,1600,165000,12
56,1,1,35,1,2,1,2242,19.331132,1,1,1,17,25.85,1,11,1,2000,2000,725,42000,6
49,1,3,35,1,1,2,2086,28,1,1,1,22,23,1,16,1,2300,4700,25,65000,10
54,2,1,35,1,2,2,2086,37,1,1,1,12,16.85,3,8,2,2200,0,0,55000,6
69,2,1,35,1,2,2,1955,23,1,1,1,15,24.06,1,16,1,0,3000,550,72500,9
61,2,1,35,2,1,2,1858,19.331132,1,1,1,4,14.34,3,10,2,0,275,0,33000,9
35,1,1,35,1,1,2,1513,16,1,1,1,10,31.2,1,11,1,2400,3100,850,60000,10
33,2,1,35,1,1,2,563,2,1,1,2,7,24,1,12,1,1900,11000,525,44000,11
49,1,1,35,1,1,2,2503,28,1,9,1,20,25.91,1,5,2,2100,0,0,105000,9
36,1,6,35,1,1,2,2190,17,1,1,1,22,18,3,6,2,2000,1500,0,46000,9
29,2,2,35,2,1,1,2390,3,1,1,1,5,13,3,6,2,1100,0,25,27000,11
36,1,2,35,1,1,2,610,21,1,1,1,15,33.6,1,16,1,2200,2700,550,55000,9
47,1,6,35,1,1,2,1043,19.331132,1,1,1,20,35,1,15,2,2300,0,1950,67500,9
46,2,2,35,1,1,2,1955,21,1,1,1,8,38.1,1,12,1,2100,5750,1600,85000,9
46,1,2,35,1,1,2,2086,26,1,1,1,24,27,3,6,2,2300,550,0,60000,7
53,1,1,35,1,1,2,2086,11,1,9,1,24,25.63,1,2,2,1750,0,375,41000,9
33,2,1,35,1,1,2,1825,10,1,1,1,10,49.37,1,11,1,2300,9250,1300,77500,11
31,1,1,35,1,1,2,1825,10,1,1,1,10,48.27,1,11,1,2300,9500,1300,87500,11
37,2,6,35,1,1,2,1408,19.331132,1,1,2,17,19.73,1,12,2,1500,1250,525,32000,6
60,2,1,35,1,1,2,1955,15,1,1,1,13,15.24,3,6,2,1400,1250,0,30000,6
30,1,6,35,1,1,2,1379,19.331132,1,1,1,19,35,1,4,2,1800,0,1550,39000,7
49,1,1,35,1,2,1,3129,27,1,1,1,99,86.4,3,8,2,2300,0,0,105000,11
28,1,1,48,2,1,2,1670,10,1,1,1,9,25,3,12,2,1900,0,0,43000,7
26,2,1,48,2,1,2,1972,5,1,1,1,9,25,3,12,2,2700,0,0,52500,11
54,1,3,35,2,1,2,1939,7,1,9,1,24,19.5,1,5,2,1150,0,0,28000,6
59,2,6,35,1,2,2,2868,36,1,1,1,10,32.81,1,11,1,2200,10000,1550,92500,11
39,1,2,35,1,1,2,2294,22,1,2,1,21,23,1,4,2,2200,2900,500,57500,6
50,1,6,35,1,1,2,2086,26,1,9,1,24,34.11,1,5,2,1050,0,775,26000,9
48,1,1,35,1,1,2,2086,26,1,1,1,18,61,1,3,1,2200,8750,1200,160000,9
69,2,4,35,1,1,2,782,0,1,2,2,17,14.83,1,12,2,175,3100,0,19000,8
31,2,1,35,1,1,2,2086,9,1,1,1,10,38.88,1,11,1,2200,9250,1500,77500,12
31,1,1,35,1,1,2,2294,11,1,1,1,15,35.78,1,16,1,2100,8750,1300,85000,9
48,1,1,35,1,1,2,2086,33,1,1,1,99,39.5,1,5,2,2200,0,1100,110000,9
44,2,4,35,1,1,2,1825,5,1,1,1,4,29.84,3,11,1,675,1100,0,17500,11
63,1,1,35,1,1,2,2086,25,1,1,1,24,24.41,3,5,2,2200,5000,0,65000,9
38,2,1,35,1,1,2,1893,12,1,1,1,4,29.09,1,11,1,2200,750,0,57500,11
46,1,1,35,1,1,2,2086,7,1,1,1,21,46.56,1,7,1,2200,3500,0,85000,11
46,2,1,35,1,1,2,1351,19.331132,1,1,9,10,28.71,1,11,1,1000,650,0,25000,11
48,1,2,35,1,1,2,2086,26,1,9,1,18,61,1,3,1,2300,0,0,170000,9
28,2,1,35,1,1,2,2086,8,1,9,1,4,16,3,4,2,375,25,125,10500,9
28,1,1,35,1,1,1,1895,4,1,9,1,6,35.97,1,16,1,2200,0,1550,57500,5
29,2,6,35,1,1,2,2190,7,1,1,1,5,13.6,3,10,2,1050,0,0,24000,9
52,1,1,35,1,1,2,1685,31,1,1,1,23,30.99,1,11,1,2200,4500,1100,60000,6
24,1,6,35,1,1,2,1955,6,1,1,1,19,35.3,1,4,2,2100,0,1900,57500,6
20,1,6,35,1,1,2,1892,2,1,2,1,23,26.3,1,16,1,1650,0,350,35000,9
56,2,1,35,1,1,2,1825,33,1,1,1,4,24.31,1,11,1,1750,3000,800,39000,11
57,1,1,35,1,1,2,2086,42,1,1,1,2,35,1,7,1,2100,800,800,82500,7
47,2,1,35,1,1,2,2086,27,1,9,1,2,31.2,3,5,2,2200,0,0,62500,9
50,1,1,35,1,1,2,2086,31,1,1,1,6,21.25,1,16,1,2200,5500,1150,70000,7
31,1,2,35,2,1,2,2086,13,1,1,1,20,26.77,3,4,2,2300,1700,0,55000,6
35,1,1,35,1,1,2,2086,11,1,9,1,6,28.8,3,6,2,2300,0,1850,100000,9
43,1,1,35,1,2,2,2294,16,1,9,1,20,25,3,5,2,2200,0,875,57500,9
49,1,4,35,2,1,2,1955,26,1,1,1,6,50.18,3,8,2,2200,5500,0,115000,9
42,2,1,35,1,1,2,1825,20,1,1,1,10,45.15,1,11,1,2200,9500,1550,87500,12
58,1,1,35,1,1,2,1825,35,1,1,1,2,93.26,3,13,2,2100,0,1100,175000,11
51,1,1,35,1,2,2,2086,28,1,1,1,24,35,1,5,2,375,0,175,11500,7
57,2,1,35,1,2,2,1893,39,1,1,1,2,48.66,1,11,1,2300,4900,1400,90000,8
35,1,6,35,1,1,2,1955,12,1,9,1,6,31.23,3,12,1,2100,0,0,62500,11
31,2,6,35,1,2,1,1212,3,1,1,2,10,29.05,1,11,1,1250,2600,675,28000,12
50,2,1,35,1,1,2,1955,33,1,1,1,3,41.06,3,8,2,2200,0,0,90000,9
51,1,1,35,1,2,1,3485,19.331132,1,1,1,10,48,2,11,1,2300,8250,1250,160000,12
46,1,1,35,1,1,2,2086,26,1,1,1,2,44.64,3,8,1,2100,8500,0,95000,9
54,2,4,35,1,1,2,2086,11,1,1,1,10,45.12,1,11,1,2200,11000,1500,75000,12
27,1,6,35,1,1,2,1672,2,1,9,1,6,12.65,3,10,2,1500,0,0,19500,7
25,1,6,35,1,1,2,2086,7,1,1,1,20,61.75,1,3,1,2300,8000,1050,145000,9
65,1,1,35,1,2,2,2086,48,1,1,1,2,46.56,1,11,2,0,5000,2600,110000,9
48,1,1,35,1,1,2,2086,31,1,1,1,20,30.18,1,13,2,2300,0,825,75000,9
51,1,1,35,1,1,2,2086,34,1,1,1,20,31,1,5,2,2300,0,1400,85000,9
66,1,3,35,1,1,2,353,1,1,2,1,10,51.75,1,11,1,0,0,375,20000,12
51,1,4,35,1,1,2,1501,31,1,1,1,6,43.52,3,5,2,2300,0,0,105000,9
51,1,1,35,1,1,2,2035,19.331132,1,2,1,19,23.12,1,4,2,2300,4300,725,90000,4
24,1,6,35,1,1,2,2086,19.331132,1,1,1,14,8.16,3,14,2,775,0,0,21000,9
45,1,1,35,1,1,2,1825,21,1,1,1,2,68.13,3,3,1,2100,9000,375,150000,11
50,2,1,35,1,1,2,1955,19.331132,1,1,1,5,27,3,12,1,2200,3500,0,48000,6
43,2,3,35,1,1,2,1528,23,1,1,1,4,18.57,1,11,1,1800,2900,850,41000,10
41,1,1,35,1,1,1,2607,22,1,1,1,12,29.76,3,6,2,2200,0,0,60000,9
49,2,1,35,1,1,2,1955,13,1,1,1,5,25.6,3,5,2,1950,2100,0,41000,6
51,1,1,35,1,1,2,2086,33,1,1,1,22,33.6,1,16,1,2100,4300,1300,57500,6
48,1,1,35,1,1,2,1955,25,1,1,1,4,36.35,3,8,2,2200,0,0,75000,10
47,2,1,35,1,1,2,1955,20,1,1,1,5,23.04,1,8,2,2300,2600,775,49000,8
51,2,1,35,1,1,2,1955,31,1,9,1,6,38.92,3,12,1,2200,6250,1200,75000,9
50,1,1,35,1,1,2,2086,29,1,9,1,24,24.41,3,5,2,0,9250,1200,110000,6
52,1,1,35,1,2,2,2190,19.331132,1,1,1,20,36.57,1,5,2,2100,0,1000,140000,9
49,2,1,35,1,2,2,417,19.331132,1,1,2,7,95.75,1,12,1,1950,0,1450,43000,9
24,1,6,35,1,1,2,114,19.331132,1,1,1,22,16.25,1,7,2,2300,0,850,75000,6
51,2,1,35,1,1,2,1825,24,1,9,1,4,26.88,1,16,1,2200,1400,575,49000,12
27,1,6,35,1,1,2,2086,6,1,9,1,20,19,3,4,2,1800,0,0,42000,9
54,1,1,35,1,1,2,1955,35,1,1,1,2,38.4,1,11,1,2400,8250,950,115000,12
53,1,2,35,1,2,1,1344.26572,19.331132,1,1,1,15,42.06,1,16,1,2300,9500,1700,90000,10
58,1,1,35,1,2,2,2086,39,1,1,1,20,31.41,1,5,2,2100,2500,825,65000,9
52,2,2,35,1,1,2,1825,33,1,1,1,5,20.73,1,16,1,2300,4400,900,60000,6
35,2,1,35,1,1,2,1184,11,1,9,1,5,17,1,8,2,1300,0,0,30000,6
53,1,1,35,1,1,1,2107,32,1,1,1,24,33.25,1,5,2,2300,0,1000,87500,6
47,1,1,35,2,1,2,2086,32,1,1,1,21,29.76,1,7,1,2100,7500,1000,75000,6
45,2,1,35,2,1,2,2086,22,1,1,1,10,39.84,1,11,1,2200,9500,1450,85000,12
60,1,1,35,1,2,2,1955,24,1,1,1,6,56.32,3,5,2,2200,1450,0,110000,11
55,1,2,35,1,1,2,2086,19.331132,1,1,1,22,15,2,10,2,2200,3900,1250,50000,8
43,2,1,35,1,1,2,2086,15,1,1,1,4,22.75,3,8,2,0,0,0,0,12
48,1,1,35,1,1,2,1065,20,1,1,1,20,25.91,3,4,2,1250,0,0,28000,9
57,2,1,35,1,2,2,2086,20,1,2,1,24,18.65,1,5,2,0,2400,250,37000,5
66,1,1,35,1,1,2,2086,19.331132,1,1,1,24,19.05,1,5,2,0,1500,1100,87500,3
54,2,1,35,1,2,2,1877,21,1,1,1,3,27.73,3,8,2,2200,1750,0,55000,8
60,2,5,35,1,2,2,1955,36,1,1,1,5,20.48,3,8,2,0,0,0,50000,9
57,2,1,35,1,1,2,1955,16,1,1,1,5,22.42,3,8,2,2200,175,0,45000,9
61,1,1,35,1,2,2,2086,43,1,1,1,21,21.6,1,7,1,2300,6250,1100,62500,6
53,2,1,35,1,2,2,1955,2,1,1,1,5,13.5,3,5,2,1200,0,0,27000,7
24,2,6,35,1,2,2,1955,3,1,1,1,7,24,1,12,1,2100,1850,500,47000,9
53,2,1,35,1,1,2,1564,0,1,9,1,8,20.4,1,12,2,1500,0,0,35000,12
53,2,3,35,1,2,2,1981,31,1,1,1,5,29.5,3,12,2,2200,3000,0,57500,6
52,2,1,35,1,1,2,1825,19.331132,1,1,1,5,22.75,1,16,1,2300,3900,0,55000,9
28,2,6,35,2,1,2,1955,19.331132,1,1,1,3,18.94,3,8,2,1800,0,0,40000,12
48,1,3,35,1,1,2,2086,19.331132,1,1,1,21,19.2,1,7,2,2300,2400,0,47000,7
50,1,1,35,1,1,2,2086,10,1,1,1,24,32.16,3,5,2,2100,2600,0,87500,11
47,2,1,35,1,1,2,2086,8,1,1,1,5,19.2,3,12,1,1950,0,0,43000,11
43,2,1,35,1,1,2,1758,6,1,2,1,5,23.27,1,16,1,2100,3900,1200,49000,11
52,2,2,35,1,1,1,2737,19.331132,1,1,1,8,19,1,12,2,2200,3300,0,65000,9
30,2,6,35,1,1,2,1825,11,1,1,1,16,23.41,1,11,1,1750,2700,750,37000,9
61,2,1,35,1,2,2,1825,31,1,1,1,5,28.53,1,11,1,2200,2800,0,49000,9
39,2,3,35,2,1,2,2086,19.331132,1,1,1,99,10.5,3,6,2,900,0,0,22000,6
44,1,1,35,2,1,2,2086,19.331132,1,1,1,14,16.32,1,14,2,1900,0,650,42000,6
37,2,6,35,1,1,2,1955,16,1,1,1,9,54.78,3,12,2,2300,4750,0,67500,9
48,1,1,35,1,1,2,2346,26,1,1,1,21,27.87,1,7,1,2300,6750,1000,70000,9
46,1,6,35,1,1,2,1955,25,1,1,1,20,47.62,3,13,2,2300,0,0,105000,12
26,1,6,35,1,1,2,1825,3,1,1,1,6,44.03,1,3,1,2100,3600,925,95000,11
38,2,6,35,1,1,1,1676,12,1,1,1,5,24,3,8,2,1650,3400,0,37000,9
56,1,1,35,1,1,2,2086,41,1,9,1,21,29.43,1,7,1,2200,0,0,65000,6
39,1,1,35,1,2,2,1043,16,1,9,2,17,11,3,6,2,450,0,75,13000,6
52,2,1,35,1,2,2,1955,29,1,1,1,6,48.64,3,16,1,2300,7500,25,95000,11
51,1,1,35,1,1,2,2346,34,1,1,1,21,21.78,1,7,1,2200,0,800,62500,7
49,2,6,35,1,1,2,2086,21,1,1,1,20,19,1,13,2,2100,0,525,45000,6
25,2,6,35,1,1,2,2086,3,1,1,1,2,31,1,12,1,2200,4400,1200,65000,10
47,2,1,35,1,2,2,1486,18,1,9,2,10,33.1,1,11,1,1800,2600,550,39000,12
59,1,4,35,2,1,2,1981,11,1,1,1,21,24.3,3,14,2,1100,0,0,27000,9
49,1,6,35,1,1,2,1955,20,1,1,1,6,44.03,3,5,2,2200,0,0,110000,12
36,1,3,35,2,1,1,3324,19.331132,1,2,1,10,25.92,1,11,1,2200,0,1900,55000,8
