@relation selecteddata2_post1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Remove-R4

@attribute ecage26 numeric
@attribute ecsex99 {1,2}
@attribute marst26 {1,2,3,4,5,6}
@attribute pvreg25 {10,11,12,13,24,35,46,47,48,59}
@attribute dwtenr25 {1,2}
@attribute mortg25 {1,2}
@attribute multj28 {1,2}
@attribute alhrp28 numeric
@attribute yrxfte11 numeric
@attribute clwkr1 {1,2,3,4,5,6}
@attribute prmjb1 {1,2,8,9}
@attribute fllprt1 {1,2,9}
@attribute nocg2e6 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,99}
@attribute imphwe1 numeric
@attribute uncoll1 {1,2,3}
@attribute n07c3g10 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,99}
@attribute pubpv10 {1,2,9}
@attribute cqpc42 numeric
@attribute rppc42 numeric
@attribute udpd42 numeric
@attribute wgsal42 numeric
@attribute hleveg18 {1,2,3,4,5,6,7,8,9,10,11,12}

@data
23,2,6,35,2,1,2,2086,5,1,9,1,17,11.5,3,13,2,925,0,0,22000,9
32,2,6,35,1,1,2,1825,10,1,9,1,4,26,1,11,1,2300,0,0,50000,11
30,2,1,35,1,1,2,2086,15,1,9,1,5,18,3,10,2,1700,0,700,39000,5
48,1,1,35,1,1,2,2086,28,1,9,1,24,57.6,3,5,2,2100,5250,0,125000,9
45,2,6,35,1,2,2,1037,5,1,9,1,17,10.75,1,14,2,225,0,75,8000,9
33,1,1,35,1,1,2,1955,8,1,9,1,11,33.79,1,16,1,2300,9250,1800,67500,11
60,2,4,35,2,1,2,2086,6,1,1,1,5,22.75,3,5,2,1200,0,0,27000,9
35,1,6,35,1,1,2,2086,12,1,9,1,5,21,1,5,2,2200,0,0,62500,9
50,1,4,35,1,1,2,2086,19.331132,1,2,1,20,40,1,4,2,2200,0,3100,80000,9
26,2,6,35,1,1,2,2086,8,1,9,1,4,16,3,4,2,675,925,625,17000,11
50,2,1,35,1,2,2,1669,23,1,9,1,8,19.2,3,12,1,1650,950,125,36000,9
47,1,1,35,1,2,2,2607,29,1,9,1,1,61.44,3,5,2,2100,0,0,180000,11
31,2,6,35,1,1,2,238,1,1,1,2,17,10.75,1,10,2,0,0,0,1500,5
35,1,6,10,1,2,2,2031,9,1,1,9,20,25.57,3,9,2,2300,5500,0,57500,9
26,1,6,10,1,1,2,2346,8,1,9,1,20,15.79,3,5,2,2000,0,25,45000,4
30,1,6,10,1,1,2,1955,9,1,9,1,4,20.99,3,8,2,2050,325,0,44000,9
22,1,6,13,2,1,2,1642,4,1,1,1,20,13.5,3,4,2,650,0,0,15500,7
44,1,4,13,1,1,2,2086,24,1,9,1,20,20,3,6,2,1850,0,0,41000,9
26,2,6,13,1,1,2,1955,4,1,1,1,9,30,1,12,1,2100,3600,900,57500,11
21,2,2,13,1,1,2,2086,2,1,1,1,8,21,1,12,2,1650,0,500,37000,9
37,1,1,48,2,1,2,2086,9,1,9,1,2,84,3,4,2,2200,5500,0,175000,10
49,2,6,11,1,1,2,2503,22,1,9,1,25,17,1,5,2,1850,1950,600,39000,9
21,1,6,47,2,1,2,2086,3,1,1,1,15,31.2,3,16,1,2200,4600,0,82500,6
59,2,1,13,1,1,2,1955,30,1,1,1,4,21.5,1,16,1,2100,2600,1100,46000,9
56,2,1,12,2,1,2,2607,37,1,2,1,8,13.82,3,12,2,2000,0,475,44000,3
24,1,6,13,2,1,2,1836,4,1,9,1,5,11,3,10,2,900,0,0,21000,6
28,1,3,48,2,1,2,2346,11,1,1,1,15,32.43,3,16,1,2200,7250,0,87500,6
34,2,1,11,1,1,2,2086,13,1,1,1,5,23.52,2,12,1,2200,3600,0,50000,9
22,1,6,12,1,1,2,1642,4,1,9,1,20,13.5,3,4,2,650,0,0,16500,9
44,1,1,10,1,1,2,1846,25,1,2,1,19,38.4,1,4,2,2100,0,2800,120000,4
51,2,1,10,1,1,2,1955,6,1,1,1,5,15.36,3,8,2,1450,0,0,36000,10
24,1,6,10,1,2,2,821,0,1,1,1,6,31.2,3,2,2,1300,1550,0,29000,12
39,1,1,11,1,2,1,3445,16,1,1,1,9,24,1,11,1,975,1500,350,22000,9
23,2,1,13,2,1,2,630,4,1,1,1,5,11.45,3,10,2,75,0,0,6250,7
43,2,1,10,1,2,2,1778,23,1,1,1,5,20.48,1,12,1,1700,5000,475,39000,9
45,1,1,10,1,2,2,2868,24,1,9,1,21,16.76,3,6,2,2300,11000,0,50000,9
23,2,2,13,1,2,2,2086,3,1,1,1,24,12.78,1,5,2,1250,0,425,29000,6
27,2,1,11,1,1,2,1695,12,1,9,1,7,33.2,1,12,1,1900,4500,650,44000,11
56,2,4,12,1,2,2,1955,38,1,1,1,5,12.27,1,16,1,1750,3400,550,40000,11
30,2,6,13,1,1,2,1955,5,1,9,1,7,33,1,12,1,2300,3600,725,95000,11
29,2,1,10,1,1,2,1955,6,1,9,1,4,40.96,1,16,1,2200,3000,1150,85000,11
34,2,1,11,1,1,2,2086,13,1,1,1,5,28.8,1,16,1,2200,4900,0,82500,11
47,1,6,13,1,2,2,2086,25,1,9,1,13,12.3,1,6,2,1400,775,0,31000,4
23,1,6,13,2,1,1,3784,3,1,9,1,2,13.46,3,6,2,1100,0,0,24000,8
23,1,6,13,2,1,2,2503,4,1,9,1,24,16.75,3,5,2,2300,0,0,60000,9
27,2,3,12,1,1,1,2352,8,1,9,1,9,11.52,1,12,2,1550,0,0,35000,9
29,2,2,24,2,1,2,1955,12,1,2,1,9,19.03,1,12,1,275,300,100,9500,7
34,2,6,24,2,1,2,2023,17,1,1,1,14,19.97,1,12,1,1850,1650,400,39000,9
46,2,6,24,1,1,2,1564,20,1,9,1,8,16,1,12,2,600,0,0,15500,4
60,1,1,24,1,1,2,2086,41,1,1,1,19,35,1,4,2,2100,4700,2100,90000,9
42,1,2,24,1,1,2,1877,19,1,9,1,99,26.67,1,6,2,2100,0,0,48000,9
51,2,5,24,2,1,2,2086,33,1,9,1,5,19.2,3,6,2,2100,2900,750,47000,6
59,1,4,24,2,1,2,2086,36,1,9,1,20,30.72,1,5,2,2200,6500,1800,100000,9
27,1,4,24,2,1,2,1955,9,1,1,1,5,20.48,1,12,2,1750,1950,675,38000,9
47,1,6,24,1,2,2,1920,30,1,1,1,6,34.8,1,16,1,2300,4100,1000,57500,9
34,1,6,24,2,1,2,2086,15,1,9,1,22,22.38,1,6,2,2000,3800,0,41000,9
30,2,6,24,1,1,2,2086,5,1,1,1,12,16.85,3,5,2,1650,975,0,37000,11
53,1,4,24,2,1,2,2086,37,1,1,1,12,65.76,3,6,2,2200,0,0,130000,11
55,2,4,24,2,1,2,1825,38,1,9,1,12,16.85,3,8,2,2300,5500,0,95000,6
27,1,6,24,2,1,2,1217,19.331132,1,1,1,24,8.08,1,5,2,800,0,450,19500,5
49,1,2,24,1,1,2,1379,31,1,1,1,19,28.8,1,4,2,1300,4000,1350,30000,4
54,2,4,24,1,1,2,1460,28,1,1,2,11,37.71,2,13,1,2200,0,0,50000,11
51,1,4,24,1,1,2,2086,27,1,1,1,6,21.6,3,7,2,1950,575,0,43000,9
62,1,1,24,1,1,2,2086,44,1,9,1,22,14.72,3,6,2,1400,0,0,29000,4
48,2,2,24,1,1,2,1825,8,1,9,1,3,27,3,16,1,2200,3800,0,50000,9
36,2,6,24,1,1,2,1955,14,1,1,1,2,26.62,3,8,2,2100,1650,0,50000,9
28,2,6,24,2,1,1,1818,4,1,9,2,10,24,1,11,1,1700,0,750,38000,9
43,2,4,24,1,2,2,1893,23,1,1,1,8,17.36,1,12,1,2100,1900,1100,50000,6
46,2,6,24,1,1,2,1955,25,1,1,1,6,24.06,1,16,1,2200,3800,875,60000,10
20,2,6,24,2,1,2,974,0,1,1,1,8,19.25,1,12,1,725,725,375,17500,9
49,2,2,24,2,1,2,1669,22,1,9,1,5,30,1,3,1,2100,2100,950,48000,10
54,2,3,24,1,1,1,1242,27,1,1,2,8,29.96,1,12,1,1000,2000,475,26000,9
45,1,1,10,1,1,2,2086,18,1,1,1,11,31.2,1,13,1,2200,4100,1250,80000,9
43,2,1,10,1,1,2,1955,22,1,1,1,4,25.34,3,16,1,2100,4200,0,52500,8
45,2,1,10,1,2,2,1825,27,1,1,1,2,24.5,1,13,2,2000,3800,975,45000,11
52,2,1,10,1,2,2,1955,32,1,1,1,3,38.4,3,3,1,2200,6000,0,115000,10
35,1,1,10,1,1,2,1825,13,1,1,1,6,33,3,8,2,2200,0,0,60000,11
38,1,1,10,1,1,2,2086,16,1,1,1,4,20,3,5,2,1900,0,0,43000,8
48,1,1,10,1,1,2,1955,25,1,1,1,2,54.27,2,16,1,2100,7500,0,105000,9
28,2,6,10,1,2,2,1825,4,1,2,1,10,24.69,1,11,1,2200,6000,700,48000,11
43,1,6,10,2,1,2,2086,20,1,1,1,12,14.88,3,6,2,1350,2200,0,31000,9
63,2,1,10,1,2,2,1043,38,1,2,2,2,18,3,13,2,0,0,0,18000,9
34,2,1,10,2,1,2,1955,8,1,1,1,9,35.84,1,16,1,2100,4400,675,65000,11
36,1,1,10,2,1,2,1955,13,1,9,1,6,30.64,3,13,2,2100,0,0,77500,11
36,1,1,10,1,1,2,1955,13,1,1,1,6,30.64,3,13,2,2200,1250,0,77500,11
32,2,1,10,1,1,2,1825,7,1,2,1,6,37.8,1,16,1,2300,4400,600,62500,12
24,1,1,10,2,1,2,2086,4,1,1,1,6,57.6,3,2,2,2200,0,0,135000,11
36,2,1,10,1,1,2,1955,6,1,1,1,8,26,1,12,2,2300,4400,1050,55000,10
39,1,1,10,1,1,2,2086,13,1,1,1,4,38,2,16,1,2300,5750,0,85000,10
49,1,1,10,1,1,2,2031,25,1,1,9,6,35.07,1,7,2,2100,3300,725,105000,7
49,2,1,10,1,1,2,1955,31,1,1,1,5,12.8,3,8,2,1800,1850,0,39000,9
55,2,6,10,1,2,1,3624,31,1,1,1,7,30.21,1,12,1,2300,4400,950,60000,11
32,2,2,10,2,1,2,1825,9,1,1,1,14,11,3,14,2,900,0,0,22000,8
56,1,6,10,2,1,1,1826,32,1,1,1,9,41.14,1,16,1,2300,6500,700,90000,12
31,1,1,10,1,1,2,2086,8,1,1,1,19,28,1,5,2,2200,0,1100,57500,9
34,1,3,10,1,1,2,2086,14,1,1,1,5,24.56,1,7,1,475,950,0,12500,9
32,2,6,10,2,1,1,2568,11,1,2,1,99,24.51,1,16,1,1700,2600,550,38000,9
38,1,2,10,1,1,2,2607,5,1,1,1,22,30,1,7,2,2200,3900,125,77500,11
26,1,2,10,2,1,2,1863,3,1,1,1,22,12.43,3,7,2,1250,675,0,30000,6
26,2,2,10,2,1,2,1382,0,1,1,1,14,10,3,14,2,225,0,25,7500,6
44,1,1,10,1,1,2,2086,22,1,1,1,14,13.67,1,14,2,1300,0,625,31000,9
42,2,1,10,1,1,2,1825,17,1,1,1,5,30.17,2,11,1,2400,4000,0,50000,9
49,1,1,10,1,1,2,1955,27,1,1,1,5,43.52,3,3,1,2100,3400,0,97500,9
24,2,6,10,1,1,2,949,0,1,2,1,10,24,1,11,1,1450,1750,375,31000,11
30,2,2,10,1,1,2,1825,5,1,1,1,5,33.19,3,12,1,2200,5500,0,60000,11
40,1,2,10,1,1,2,2086,19.331132,1,1,1,20,28.8,1,13,2,2100,3700,1100,67500,9
49,1,1,10,1,2,2,1955,28,1,1,1,6,38.91,1,16,1,2200,5750,875,75000,11
49,1,1,10,2,1,2,2086,20,1,1,1,5,11.75,3,6,2,1000,675,0,25000,11
41,2,1,10,1,1,2,2086,24,1,1,1,99,55.2,3,3,1,2200,8000,0,105000,11
48,2,1,10,1,1,2,1955,26,1,1,1,17,19.03,1,12,1,1500,2600,525,35000,4
47,1,1,10,1,1,2,2086,22,1,1,1,5,19.2,3,6,2,2200,0,0,49000,4
50,2,1,10,1,1,2,2346,30,1,1,1,2,23.47,3,6,2,2100,2800,0,57500,6
49,2,1,10,1,1,2,1955,31,1,1,1,8,23.48,1,12,1,0,3100,850,45000,9
36,2,1,10,1,1,2,1825,13,1,1,1,4,23,1,16,1,2100,3200,625,46000,9
63,1,6,10,2,1,2,4380,19.331132,1,1,1,21,11.43,1,16,1,1550,1600,500,34000,6
63,2,1,10,1,1,2,2034,45,1,1,1,10,14.77,3,11,2,1950,0,0,44000,10
56,1,4,10,1,1,2,2607,38,1,1,1,5,16.51,1,7,1,2050,2000,750,43000,6
48,2,1,10,1,2,2,1825,27,1,1,1,5,23,3,12,1,2200,3200,0,60000,9
50,1,1,10,1,2,2,2086,29,1,1,1,15,25,2,16,1,2200,7500,1000,120000,9
48,2,4,10,1,2,2,2086,29,1,1,1,4,27.36,1,13,2,2200,1400,1025,60000,9
30,2,1,10,1,1,2,1695,11,1,1,1,8,23.5,1,12,1,2200,3200,925,46000,9
33,1,1,10,1,1,2,2197,12,1,1,1,20,20,3,4,2,2200,0,300,100000,9
52,1,3,10,1,1,2,2086,30,1,1,1,20,25,1,3,1,2300,3900,850,70000,6
57,2,1,10,1,1,2,1825,22,1,1,1,5,29.07,3,11,1,2300,4700,0,55000,9
24,2,6,10,2,1,2,1955,4,1,1,1,9,20,1,12,2,1550,1800,550,35000,9
54,2,6,10,1,1,2,1955,9,1,1,1,9,25.83,1,16,1,2200,2900,325,47500,12
32,2,1,10,1,1,2,1825,7,1,9,1,6,37.8,1,16,1,2200,4300,700,60000,12
32,1,1,10,1,1,1,2042,8,1,1,1,10,40.96,1,11,1,2100,6250,1000,80000,12
27,1,2,10,2,1,2,2086,3,1,1,1,6,24.96,3,9,2,1900,0,0,41000,9
25,2,2,10,2,1,2,1304,4,1,2,1,7,29.18,1,12,1,1850,2200,450,40000,11
45,2,1,10,1,1,2,1955,24,1,1,1,4,24.06,1,16,1,1900,1500,0,42000,9
51,1,1,10,1,1,2,1955,30,1,1,1,2,47.1,3,16,1,2200,2100,0,102500,11
41,2,1,10,1,1,2,1564,19,1,1,1,10,46.72,1,11,1,2300,5500,575,67500,10
45,1,1,10,1,1,2,2086,26,1,1,1,12,48,3,6,2,2200,0,0,92500,11
45,2,1,10,1,1,2,2086,25,1,1,1,12,57.6,3,6,2,2200,3300,0,140000,11
42,1,1,10,1,1,2,2086,24,1,1,1,5,28.87,1,7,2,2300,0,800,55000,9
41,2,1,10,1,1,2,2086,21,1,1,1,3,22.75,3,7,2,2300,0,0,140000,9
40,1,1,10,1,1,2,2031,17,1,1,9,2,43.44,3,6,2,2300,0,0,52500,11
59,1,1,10,1,1,2,2086,39,1,1,1,22,18.62,1,6,2,1850,3700,525,39000,12
55,2,1,10,1,1,2,2086,15,1,1,1,17,13.5,1,14,2,1050,0,350,24000,6
27,2,2,10,2,1,2,1955,6,1,9,1,7,37,1,12,1,2300,5750,1050,75000,11
30,1,2,10,2,1,2,2868,10,1,1,1,19,22.69,3,4,2,2200,0,0,62500,6
42,2,1,10,1,1,2,1825,22,1,1,1,9,50.47,3,12,1,2200,6750,0,90000,9
47,1,1,10,1,1,2,1564,17,1,1,1,14,20.48,1,12,1,1400,1450,500,33000,9
41,1,4,10,1,1,2,2086,22,1,1,1,2,31.2,1,7,2,2300,3100,1050,80000,10
41,2,1,13,1,1,2,1955,16,1,1,1,5,35.84,3,13,2,2300,0,0,70000,9
44,2,2,10,1,1,2,1825,23,1,1,1,9,19.2,3,9,2,1600,1800,0,35000,9
47,1,2,10,1,1,2,1680,18,1,1,1,6,38.4,1,8,1,2300,4750,550,67500,11
49,1,1,10,1,2,2,1564,28,1,1,1,10,51.2,1,11,1,2100,6250,550,80000,11
48,2,1,10,1,2,2,1757,19.331132,1,1,9,10,35.52,1,11,1,2100,6250,775,62500,11
28,1,1,10,1,1,2,1860,7,1,1,1,6,28.16,3,11,1,2100,0,0,65000,9
28,2,1,10,1,1,2,1955,3,1,1,1,99,36.86,1,12,1,2200,5750,1100,70000,8
38,2,1,10,1,1,2,1929,12,1,1,1,8,29.2,1,12,1,2200,3100,925,47000,9
37,1,1,10,1,1,2,1576,12,1,2,1,20,40,1,99,2,2100,0,2800,75000,9
53,2,4,10,1,2,2,1825,32,1,1,1,8,35.11,1,12,1,2200,4700,825,67500,9
44,2,1,10,1,1,2,2086,19,1,1,1,10,29.28,3,11,1,2300,2600,0,62500,11
45,1,1,10,1,1,2,2086,22,1,1,1,2,45.6,1,16,1,2100,6250,700,95000,12
59,1,1,10,1,1,2,1955,42,1,1,1,6,33.28,1,16,1,2200,4200,625,62500,9
51,2,1,10,1,1,2,1955,34,1,1,1,2,42.5,2,16,1,2300,5750,0,92500,6
50,2,2,10,1,1,2,1929,24,1,1,1,7,36,1,12,1,2300,5500,775,80000,11
34,2,1,10,1,1,2,1173,11,1,1,2,7,38.09,1,12,1,2300,4500,1200,65000,11
38,1,1,10,1,1,2,1955,0,1,1,1,6,35.84,3,8,2,2300,2600,0,67500,9
44,1,1,10,1,1,2,1955,17,1,1,1,6,37.89,3,13,2,2200,0,0,85000,11
36,2,1,10,1,1,2,1955,13,1,1,1,99,32.77,1,12,1,2300,6250,750,90000,12
50,2,1,10,1,1,2,2086,30,1,1,1,5,12.96,3,6,2,1200,975,0,29000,9
34,1,1,10,1,1,2,1915,9,1,1,1,5,20.16,3,2,2,2300,950,0,52500,9
33,2,1,10,1,1,2,2086,7,1,1,1,4,37.5,3,2,2,2200,0,0,70000,9
40,1,1,10,1,1,2,1825,15,1,1,1,10,50,1,11,1,2200,7500,575,87500,11
50,2,6,10,1,2,2,1825,10,1,1,1,99,60.34,1,11,1,2300,9250,1000,115000,12
32,1,6,10,1,1,2,1002,11,1,1,1,6,17,3,9,2,1300,0,0,28000,9
35,2,1,35,1,1,2,1955,9,1,1,1,9,39.42,1,16,1,2300,4800,425,67500,11
35,1,1,35,1,1,2,1955,12,1,1,1,6,46.08,1,16,1,2300,6500,675,92500,12
37,1,2,10,1,1,2,2086,18,1,1,1,21,21,1,4,1,850,1300,250,21000,9
50,2,1,10,1,2,2,1738,10,1,2,1,17,16.64,1,11,1,525,625,200,12500,7
42,1,1,10,1,1,2,1643,27,1,2,1,21,26,1,16,1,1800,550,175,43000,5
32,2,1,10,1,1,2,2086,13,1,1,1,5,24.95,1,7,1,2100,5250,1050,77500,6
56,1,1,10,1,2,2,1825,27,1,1,1,2,36,1,16,1,2100,5000,0,82500,9
32,1,6,10,1,2,2,404,4,1,2,1,19,33.79,1,4,2,750,0,775,18000,9
63,2,1,10,1,2,2,1304,30,1,1,2,10,51.52,1,11,1,0,5750,825,65000,11
52,1,1,10,1,1,2,1825,27,1,1,1,2,45,3,16,1,2100,4100,0,87500,11
48,2,1,10,1,1,2,1825,26,1,1,1,9,37.03,1,12,1,2200,6250,0,80000,11
23,1,6,10,2,1,2,2306,3,1,2,1,20,17.7,1,2,2,1250,0,250,27000,8
55,1,1,10,1,1,2,2086,39,1,1,1,2,31.2,3,6,2,2200,0,0,72500,8
56,2,1,10,1,1,2,1955,39,1,1,1,99,17.92,3,6,2,1550,1700,0,34000,9
56,1,1,10,1,1,2,1955,39,1,1,1,17,20.48,1,12,1,1900,2900,625,41000,6
35,2,1,10,1,1,2,1955,12,1,1,1,7,38,1,12,1,2200,5500,1300,72500,9
25,1,1,10,1,1,1,2050,3,1,2,1,99,25.8,1,16,1,2300,875,800,50000,11
26,2,1,10,1,1,2,2086,5,1,1,1,10,21.25,1,11,1,2300,5250,750,75000,12
41,2,1,10,1,1,2,1825,23,1,1,1,5,23.04,3,9,2,2000,0,0,43000,9
40,1,1,10,1,1,2,2086,4,1,1,1,99,24.43,1,16,1,2300,5000,0,77500,9
59,2,1,10,1,2,2,1408,0,1,1,2,5,14.4,3,8,2,1000,0,0,25000,9
50,2,1,10,1,2,2,2607,30,1,1,1,99,43.93,3,11,1,2300,8500,1300,140000,12
61,1,1,10,1,2,2,2086,6,1,1,1,99,20.43,1,11,1,0,2400,575,44000,3
35,2,1,10,1,1,2,2086,13,1,1,1,2,16.8,3,6,2,1500,0,0,34000,9
46,2,2,10,2,1,2,2086,7,1,1,1,5,11.85,3,6,2,1150,0,0,26000,9
48,1,1,10,1,1,2,4197,11,1,1,1,21,17.15,3,7,2,2100,0,25,65000,3
44,2,1,10,1,1,2,1955,5,1,1,1,5,13.82,3,8,2,1200,1600,0,27000,9
48,2,1,10,1,2,2,1825,32,1,1,1,9,27.43,3,12,1,2200,0,0,50000,12
28,2,2,10,1,2,2,1020,0,1,2,2,4,21.72,1,11,1,900,925,375,21000,9
47,1,1,10,1,1,2,2529,27,1,2,1,24,13.44,1,4,2,2300,0,3200,125000,9
45,2,1,10,1,1,2,2086,18,1,1,1,5,21.6,3,8,2,2000,2600,0,45000,9
54,1,1,10,1,1,1,2607,28,1,1,1,99,46.08,1,11,1,2300,10500,1250,92500,12
47,2,1,10,1,1,2,2086,24,1,1,1,10,36,1,11,1,2300,7250,1000,77500,8
40,1,1,10,1,2,2,2086,18,1,1,1,6,34.8,3,2,2,2100,0,0,135000,10
30,2,6,10,2,1,2,1955,5,1,1,1,7,33,1,12,1,2300,5250,1050,72500,11
28,1,1,10,1,1,2,4027,7,1,1,1,6,25.37,1,7,2,2200,0,1150,130000,10
48,2,1,10,1,1,2,2086,11,1,1,1,5,24,1,7,1,2200,2900,675,52500,6
30,2,1,10,1,1,2,661,8,1,2,1,10,30.24,1,11,1,1100,2300,250,26000,11
54,2,1,10,1,2,2,1955,26,1,1,1,8,23.11,1,12,1,2300,3000,975,47000,9
46,1,1,10,1,1,2,1825,24,1,1,1,6,26.33,1,16,1,2200,3300,575,50000,9
42,2,1,10,1,1,2,2086,10,1,1,1,10,31.2,1,11,1,2300,6500,800,67500,11
50,2,1,10,1,1,2,2086,32,1,1,1,8,29.2,1,12,1,2200,3000,850,75000,10
30,2,6,10,2,1,2,1955,4,1,1,1,5,22.75,1,16,1,2200,2600,1000,50000,11
41,2,6,10,1,2,2,1955,18,1,1,1,7,38.1,1,12,1,2400,5250,1150,80000,10
37,2,6,10,1,1,2,2086,19,1,1,1,8,23.53,1,12,1,2100,3200,900,48000,8
47,1,1,10,1,1,2,4380,29,1,1,1,21,23.12,1,7,2,1500,0,325,33000,5
49,1,6,10,2,1,2,1877,27,1,1,1,99,43.2,1,11,1,2200,8000,1050,87500,12
60,1,1,10,1,1,2,1647,45,1,1,1,23,25,1,5,2,0,1850,1350,45000,4
46,1,1,10,1,2,2,2086,18,1,1,1,23,23,1,2,2,2100,3200,1350,47000,9
56,1,1,10,1,2,2,2086,21,1,1,1,22,17.78,1,4,1,1850,2600,575,39000,5
41,1,1,10,1,1,2,2086,19,1,1,1,20,20,3,6,2,1900,3000,0,42000,9
31,2,1,10,1,1,2,1981,9,1,1,1,7,38,1,12,1,2100,5000,1000,75000,10
39,2,1,10,1,1,2,1955,18,1,1,1,7,38.08,1,12,1,2300,5750,675,90000,10
63,2,6,10,1,1,2,2086,42,1,2,1,10,39.36,3,11,1,0,4100,0,82500,11
61,2,6,10,1,1,2,2086,41,1,2,1,10,39.36,3,11,1,2200,8500,0,140000,11
44,1,1,10,1,1,2,1825,14,1,1,1,3,50.47,3,11,1,2200,7000,0,95000,12
40,2,1,10,1,1,2,1825,15,1,1,1,2,50.47,3,11,1,2200,8500,0,90000,11
53,1,1,10,1,2,2,1955,34,1,1,1,6,41.47,1,7,2,2200,4800,1400,95000,9
44,1,1,10,1,1,2,1762,13,1,1,1,21,35,1,4,2,2200,2500,1600,120000,9
46,2,1,10,1,2,2,1825,20,1,1,1,5,23,1,16,1,2100,2900,625,44000,9
44,1,1,10,1,2,2,1955,4,1,1,1,6,25.6,3,99,2,2300,0,0,67500,9
64,1,1,10,1,2,2,1032,40,1,1,1,99,23,1,99,1,0,1150,325,26000,9
49,1,1,10,1,1,2,1798,19.331132,1,1,1,21,24.62,1,7,2,2200,0,725,48000,9
42,2,6,10,1,2,2,2086,25,1,1,1,5,16.8,3,8,2,1800,1750,0,40000,9
56,1,1,10,1,1,2,1955,29,1,1,1,6,30.13,1,16,1,2100,3100,550,46000,9
45,2,1,10,1,1,2,1825,22,1,1,1,9,29,1,11,1,2100,4100,675,55000,9
52,2,6,10,1,2,2,1825,26,1,1,1,4,20,1,16,1,1750,2700,650,40000,9
42,2,1,10,1,1,2,1955,17,1,1,1,7,38,1,12,1,2100,5500,1250,82500,9
55,1,1,10,1,1,2,1825,37,1,1,1,1,43.51,2,16,1,2200,8500,0,95000,9
59,2,1,10,1,1,2,1825,4,1,1,1,5,21,1,16,1,1650,2400,650,36000,9
33,1,1,10,2,1,2,2197,12,1,9,1,20,20,3,4,2,2100,0,275,100000,9
65,1,1,10,1,2,2,2007,44,1,1,1,23,28,3,2,2,0,0,0,105000,4
55,2,1,10,1,2,2,2086,33,1,1,1,7,20.16,1,12,1,2200,3100,925,45000,9
49,2,4,10,1,1,2,1825,31,1,1,1,8,37.2,1,12,1,2300,5250,925,70000,9
29,2,6,10,1,2,2,1020,0,1,9,2,4,21.72,1,11,1,950,1000,375,21000,9
49,1,1,10,2,1,1,2048,19,1,2,1,20,25.91,1,5,2,2200,0,1650,55000,9
46,1,1,10,1,1,2,2086,28,1,1,1,23,35.04,3,2,2,2300,0,0,82500,9
47,2,2,10,1,1,2,1564,28,1,1,1,4,21,1,11,1,1150,1800,450,25000,9
53,1,2,10,1,1,2,2077,30,1,1,1,20,38,1,5,2,2200,0,3300,120000,9
47,2,1,10,1,1,2,1380,4,1,1,1,14,19.32,1,12,1,1150,1800,400,27000,9
54,1,1,10,1,1,2,2086,34,1,1,1,17,19.5,1,11,1,2300,0,625,62500,6
53,1,1,10,1,2,2,3800,34,1,2,1,21,25.91,3,7,2,825,0,0,19000,6
55,1,1,10,2,1,2,2164,37,1,1,1,21,25.91,1,7,1,1550,2500,525,36000,9
44,1,1,10,1,1,2,4380,6,1,1,1,21,25.91,1,7,2,2300,0,575,72500,9
49,1,1,10,1,2,2,5200,34,1,1,1,23,22.47,1,5,2,2100,3100,1400,62500,4
54,1,4,10,1,2,1,1981,16,1,2,1,6,24,1,2,1,2100,3600,600,47500,9
45,1,1,10,1,1,2,2086,24,1,1,1,20,20,3,6,2,1800,0,0,41000,9
47,1,2,10,1,2,2,2086,27,1,1,1,22,17.78,1,4,1,1650,2500,650,37000,9
52,1,1,10,1,2,2,2529,27,1,9,1,24,13.44,1,4,2,2200,0,50,120000,9
44,2,1,10,1,2,2,1981,21,1,1,1,8,14,1,12,1,2400,3300,775,49000,9
37,1,1,10,1,1,2,3285,8,1,1,1,6,36.57,1,2,2,2300,0,2800,125000,9
33,2,1,10,1,1,2,1825,6,1,1,1,4,17.55,1,12,1,1250,2100,0,29000,9
51,1,6,10,1,1,2,1738,27,1,2,1,21,21,1,7,1,1900,2400,500,44000,6
37,2,1,10,1,1,2,2294,13,1,1,1,7,32,1,12,1,2200,4600,1300,75000,12
62,1,1,10,1,1,2,2040,3,1,2,1,2,45,3,9,2,0,0,300,125000,11
57,1,6,10,1,1,2,1564,19.331132,1,1,1,10,58.5,1,11,1,2300,7000,650,90000,11
62,1,1,10,1,2,2,1564,45,1,1,1,10,52.48,1,11,1,2300,5500,625,77500,12
52,2,1,10,1,2,2,1825,37,1,2,1,99,19.2,3,16,1,2100,2300,0,45000,9
37,2,6,10,2,1,2,869,5,1,2,2,99,24.03,1,99,1,2200,3400,550,47000,11
50,1,1,10,1,1,2,2086,28,1,1,1,10,33.6,1,11,1,2100,6000,700,77500,11
48,1,1,10,1,1,2,2086,25,1,1,1,6,34.8,3,16,1,2300,5000,625,90000,9
24,1,6,10,1,1,2,2086,6,1,1,1,12,12.84,3,6,2,1250,850,0,30000,9
