"","ecage26","ecsex99","marst26","mjacg26","immst15","pvreg25","dwtenr25","mortg25","multj28","alhrp28","mtlswk28","yrxfte11","clwkr1","prmjb1","fllprt1","nocg2e6","imphwe1","penpln1","uncoll1","n07c3g10","pubpv10","cqpc42","rppc42","udpd42","wgsal42","hleveg18"
"18605",54,1,1,1,7,48,1,2,1,2248,999,19.3311315269217,6,9,1,23,999.99,2,3,1,2,525,0,0,0,9
"18606",18,1,6,2,7,48,1,2,2,304,4,0,1,2,1,23,12,2,3,1,2,75,0,0,0,9
"18607",17,2,6,2,7,48,1,2,1,478,999,0,1,2,1,13,10,2,3,6,2,0,0,0,4400,5
"18608",49,2,1,1,7,48,1,1,2,2086,999,17,1,1,1,13,12,2,3,6,2,1050,0,0,25000,6
"18609",50,1,1,1,7,48,1,1,1,5200,999,32,6,9,1,23,999.99,2,3,1,2,2200,4000,0,49000,6
"18610",23,1,6,1,7,48,1,1,2,2492,999,5,1,1,1,20,32,2,3,2,2,2200,0,0,70000,7
"18611",23,2,6,1,7,48,1,1,2,2346,999,2,1,1,1,21,22,2,3,16,1,1650,0,0,36000,9
"18612",69,1,1,3,7,48,1,2,2,0,30,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"18613",65,2,1,4,7,48,1,2,2,0,28,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18614",66,2,4,3,7,48,1,2,2,0,16,2,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"18615",60,1,1,4,7,48,1,2,2,1043,999,42,1,1,1,17,30,1,2,11,1,0,0,25,37000,9
"18616",59,2,1,4,7,48,1,2,2,0,92,6,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18617",27,1,1,1,7,48,1,1,2,2868,999,19.3311315269217,4,9,1,19,999.99,2,3,4,2,0,0,0,0,7
"18618",48,1,1,1,7,48,2,1,2,2086,999,33,1,1,1,17,19.74,1,3,11,1,1850,3500,0,41000,5
"18619",47,2,1,1,7,48,2,1,2,1590,999,19,1,1,1,4,13.44,1,3,8,2,1750,3300,175,38000,6
"18620",45,1,6,1,7,48,1,2,2,2075,999,29,1,9,1,12,23,2,3,13,2,1450,0,0,31000,6
"18621",56,1,1,1,7,48,1,2,2,4432,999,39,3,9,1,2,999.99,2,3,4,2,2200,0,0,95000,9
"18622",56,2,1,1,7,48,1,2,2,824,999,32,1,1,2,4,22.75,1,2,11,1,1100,1900,0,25000,6
"18623",38,1,1,1,7,48,1,1,2,4380,999,11,1,1,1,21,20.57,2,3,7,2,2200,0,0,95000,7
"18624",42,2,1,1,7,48,1,1,2,2086,999,18,1,1,1,12,14,2,3,6,2,850,0,0,21000,6
"18625",17,1,6,1,7,48,1,1,2,465,999,0,1,1,1,17,10,2,3,14,2,0,0,0,2200,5
"18626",48,1,1,1,7,48,1,1,2,2086,999,19.3311315269217,1,1,1,20,36.96,1,1,2,2,2300,1600,750,115000,9
"18627",39,2,2,1,7,48,1,1,2,435,999,19.3311315269217,1,1,2,14,9.05,2,3,14,2,250,0,0,9000,7
"18628",16,1,6,2,7,48,1,1,2,435,999,0,1,1,2,13,10.25,2,3,6,2,0,0,0,7750,5
"18629",53,2,1,1,7,48,1,1,1,2242,999,19.3311315269217,1,1,1,4,22,2,3,4,2,3000,0,0,40000,9
"18630",59,1,1,1,7,48,1,1,2,2294,999,24,1,1,1,19,21.5,2,3,4,2,2200,0,0,65000,10
"18631",51,2,1,1,7,48,1,1,2,1460,999,16,1,1,2,3,13.71,2,3,6,2,1000,0,0,23000,6
"18632",58,1,1,1,7,48,1,1,2,2086,999,38,1,1,1,21,24,1,1,4,2,2200,0,575,60000,10
"18633",57,1,1,4,7,48,1,2,2,1,12,40,1,1,2,6,29.57,2,3,16,1,325,0,0,6250,9
"18634",59,2,1,3,7,48,1,2,2,699,3,19.3311315269217,1,1,2,17,12.78,2,3,10,2,375,0,25,8500,6
"18635",16,2,6,2,7,48,1,2,2,521,999,0,1,2,2,17,10.41,2,3,14,2,0,0,0,6000,5
"18636",72,2,1,3,7,48,1,2,2,1344.26571978103,999,43,1,9,9,99,999.99,2,3,99,9,0,0,0,1250,6
"18637",70,1,1,1,7,48,1,2,2,1344.26571978103,999,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,23000,3
"18638",40,2,4,1,7,48,1,1,1,4901,999,17,6,9,1,4,999.99,2,3,9,2,2100,0,0,46000,9
"18639",20,1,6,1,7,48,2,1,1,2101,999,2,1,1,1,13,11,2,3,6,2,725,0,0,18500,6
"18640",19,2,6,4,7,48,2,1,2,598,999,0,1,1,1,5,10,2,3,6,2,400,0,0,10500,6
"18641",36,1,1,1,7,48,1,1,2,4071,999,18,1,9,1,99,58.33,1,3,2,2,2200,0,0,250000,8
"18642",32,2,1,4,7,48,1,1,2,0,53,9,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18643",44,2,1,1,7,48,1,1,2,1955,999,25,1,1,1,9,18.25,2,3,12,2,1750,0,0,39000,10
"18644",37,1,1,1,7,48,1,1,1,1587,999,19,1,1,1,22,24.5,1,3,7,2,2000,2100,0,48000,6
"18645",70,2,5,3,7,48,1,1,2,1344.26571978103,999,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,11
"18646",47,2,6,1,7,48,1,2,1,1893,999,19.3311315269217,1,1,1,11,17.5,1,3,13,2,1950,1050,275,41000,11
"18647",61,1,4,1,7,48,1,1,2,2346,999,44,3,9,1,18,999.99,2,3,15,2,0,0,0,31000,9
"18648",77,1,2,3,7,48,1,1,2,1344.26571978103,999,42,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18649",74,2,2,3,7,48,1,1,2,1344.26571978103,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18650",79,1,1,3,7,48,1,2,2,1344.26571978103,999,38,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18651",76,2,1,3,7,48,1,2,2,1344.26571978103,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18652",80,2,5,3,7,48,1,2,2,1344.26571978103,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"18653",62,2,4,1,7,48,1,1,2,1043,999,29,1,1,2,7,43.3,1,1,12,1,2300,0,1200,48000,9
"18654",79,1,1,3,7,48,1,2,2,1344.26571978103,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,25,6
"18655",77,2,1,3,7,48,1,2,2,1344.26571978103,999,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18656",80,2,1,4,7,48,1,2,2,1344.26571978103,999,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18657",80,1,1,1,7,48,1,2,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18658",54,1,1,1,7,48,1,1,2,2346,999,36,1,1,1,18,27,2,3,4,2,2100,0,0,77500,5
"18659",62,2,1,3,7,48,1,1,2,0,15,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18660",51,2,3,1,7,48,2,1,2,2086,999,16,1,1,1,13,16,2,3,6,2,925,0,0,22000,6
"18661",27,2,2,1,7,48,1,1,2,2086,999,5,1,1,1,9,22.56,2,3,9,2,2200,0,0,46000,11
"18662",29,1,2,1,7,48,1,1,2,2086,999,9,1,1,1,6,18,2,3,6,2,1650,0,0,37000,6
"18663",22,1,2,1,2,48,2,1,2,2286,0,7,1,1,1,13,19.25,1,3,6,2,2100,25,0,48000,7
"18664",61,1,1,1,7,48,1,2,2,1304,999,42,1,1,2,21,18,2,3,11,1,0,0,0,17500,9
"18665",55,2,1,1,7,48,1,2,2,1304,999,23,1,1,2,4,18.4,2,3,8,2,2100,0,0,44000,9
"18666",18,2,6,4,7,48,1,2,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18667",37,2,2,4,7,48,1,1,2,0,38,17,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18668",32,1,2,1,7,48,1,1,2,1564,999,12,1,1,1,23,83.2,2,3,2,2,2300,0,0,160000,9
"18669",59,1,1,1,7,48,1,1,2,2607,999,43,3,9,1,2,999.99,2,3,6,2,2300,0,0,49000,4
"18670",55,2,1,1,7,48,1,1,1,2242,999,5,1,1,1,99,24,2,3,6,2,2400,0,0,52500,4
"18671",42,2,1,4,7,48,1,2,2,0,46,21,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18672",57,1,1,1,7,48,1,2,2,4171,999,19.3311315269217,6,9,1,23,999.99,2,3,1,2,0,0,0,0,9
"18673",75,2,5,4,7,48,2,1,2,1344.26571978103,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18674",55,1,1,1,7,48,1,2,2,4171,999,38,4,9,1,23,999.99,2,3,2,2,2200,0,0,57500,5
"18675",58,2,1,1,7,48,1,2,1,4172,999,17,1,2,1,16,21.44,1,1,11,1,2100,2400,475,55000,9
"18676",47,1,6,1,7,48,1,1,1,635,999,19.3311315269217,1,1,1,23,24,2,3,2,2,800,0,0,20000,9
"18677",48,1,6,1,7,48,1,1,1,3025,999,32,6,9,1,23,999.99,2,3,1,2,1800,0,0,14000,7
"18678",59,1,4,1,7,48,1,1,2,3259,999,43,4,9,1,6,999.99,2,3,2,2,2200,0,0,195000,4
"18679",78,1,1,4,7,48,1,2,2,1344.26571978103,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,0,8
"18680",70,2,1,4,7,48,1,2,2,1344.26571978103,999,28,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"18681",61,1,1,1,7,48,1,2,2,3129,999,43,1,1,1,99,48,2,3,3,2,2200,0,0,165000,7
"18682",74,1,1,4,7,48,1,1,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"18683",32,1,1,4,7,48,2,1,2,2275,999,19.3311315269217,1,2,1,19,18,2,3,4,2,0,0,0,0,6
"18684",18,2,6,2,2,48,1,2,2,91,999,19.3311315269217,1,1,1,13,10,2,3,6,2,0,0,0,3500,6
"18685",55,1,1,1,1,48,1,2,2,1681,999,36,3,9,1,14,999.99,2,3,14,2,1200,0,0,29000,6
"18686",56,2,1,1,1,48,1,2,2,1681,999,38,3,9,1,2,999.99,2,3,14,2,1250,0,0,29000,9
"18687",45,2,6,4,7,48,2,1,2,0,202,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18688",22,1,6,1,7,48,2,1,2,1304,999,2,1,1,1,23,23.04,2,3,2,2,2200,0,0,67500,6
"18689",54,1,1,1,7,48,1,1,2,1564,999,36,4,9,1,23,999.99,2,3,2,2,2300,0,0,125000,9
"18690",34,2,1,1,7,48,1,1,2,1981,999,19.3311315269217,1,1,1,7,38,1,1,12,1,2200,6750,1000,80000,9
"18691",21,1,6,1,7,48,1,1,2,2086,999,2,1,1,1,6,25.5,1,3,9,2,2100,550,0,46000,7
"18692",25,2,1,1,7,48,1,1,1,2190,999,9,1,1,1,21,16.33,2,3,7,2,925,0,0,11500,5
"18693",33,1,1,1,7,48,1,1,2,2086,999,17,1,1,1,20,28,2,3,15,2,2200,0,0,62500,9
"18694",43,1,3,1,7,48,1,2,1,3650,999,12,4,9,1,6,999.99,2,3,9,2,3200,0,0,0,11
"18695",49,2,3,1,7,48,1,1,2,2086,999,28,1,1,1,5,25.44,1,3,2,2,2300,0,0,60000,6
"18696",48,1,1,1,7,48,1,1,2,2346,999,18,1,1,1,20,35.5,1,3,4,2,2300,0,0,85000,9
"18697",50,2,1,1,7,48,1,1,2,1923,0,19.3311315269217,1,1,1,5,15.5,1,3,8,2,975,0,0,23000,9
"18698",64,1,1,1,7,48,1,1,2,2294,999,24,1,9,1,19,21.5,2,3,4,2,2200,0,0,60000,10
"18699",62,2,1,1,7,48,1,1,2,1825,999,2,1,9,1,17,11,2,3,6,2,800,0,0,19500,9
"18700",28,1,6,1,7,48,1,1,2,1251,999,19.3311315269217,4,9,1,23,999.99,2,3,2,2,2100,0,0,65000,5
"18701",70,1,1,3,7,48,1,2,2,1344.26571978103,999,35,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18702",68,2,1,3,7,48,1,2,2,0,374,5,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18703",47,1,2,4,7,48,2,1,2,0,138,21,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"18704",52,2,2,4,7,48,2,1,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18705",18,1,6,4,7,48,2,1,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18706",63,1,1,3,7,48,1,2,2,0,66,30,1,9,9,99,999.99,2,3,99,9,0,0,25,1500,11
"18707",61,2,1,1,7,48,1,2,2,502,999,27,1,2,2,17,13,2,3,15,2,0,0,0,6000,7
"18708",64,1,1,1,7,48,1,1,1,3400,999,19.3311315269217,4,9,1,23,999.99,2,3,1,2,0,0,0,2900,5
"18709",45,1,1,1,7,48,1,2,1,3618,999,30,4,9,1,23,999.99,2,3,1,2,2200,0,0,45000,5
"18710",63,2,1,1,7,48,1,1,1,2346,999,7,1,1,1,13,13,2,3,6,2,0,0,0,23000,6
"18711",53,1,1,1,7,48,1,1,2,3650,999,33,1,9,1,23,24,2,3,2,2,2100,0,0,87500,4
"18712",55,2,1,1,7,48,1,1,2,1564,999,0,1,9,1,17,15,1,1,12,1,1850,2400,0,40000,4
"18713",80,2,5,3,7,48,2,1,2,1344.26571978103,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18714",33,1,1,1,7,48,1,2,2,2294,999,16,1,1,1,20,33,2,3,4,2,2300,0,0,80000,6
"18715",37,2,1,1,7,48,1,2,2,1485,999,11,1,1,1,4,26.8,2,3,4,2,1600,0,0,36000,9
"18716",52,2,1,4,7,48,1,2,1,2434,999,19.3311315269217,1,1,9,5,19.38,2,3,15,2,1250,0,0,29000,4
"18717",57,1,1,1,7,48,1,2,2,1344.26571978103,999,19.3311315269217,5,9,9,18,999.99,2,3,15,2,100,0,0,0,9
"18718",36,1,1,1,7,48,1,1,2,2086,999,19.3311315269217,1,1,1,21,20.81,1,3,10,2,2100,3500,0,50000,4
"18719",36,2,1,4,7,48,1,1,2,0,77,9,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18720",48,1,1,1,7,48,1,1,2,2061,999,31,1,9,1,21,33,1,1,4,2,2300,0,0,87500,9
"18721",49,2,1,1,7,48,1,1,1,2373,999,28,1,9,1,14,12.58,2,3,14,2,775,0,0,19500,6
"18722",17,1,6,2,7,48,1,1,2,0,17,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18723",16,1,6,2,7,48,1,1,2,527,5,0,1,9,1,23,9,2,3,10,2,0,0,0,4100,4
"18724",61,2,1,1,7,48,1,2,1,782,999,32,2,9,2,4,999.99,2,3,8,2,0,0,0,0,12
"18725",62,1,1,1,7,48,1,2,2,782,999,36,4,9,2,2,999.99,2,3,8,2,0,0,0,0,9
"18726",26,2,6,1,7,48,2,1,2,1738,999,9,1,1,1,5,14.38,2,3,6,2,1250,0,0,29000,6
"18727",58,1,1,1,7,48,1,2,2,2086,999,41,1,1,1,21,23.85,2,3,6,2,2200,0,0,65000,4
"18728",57,2,1,1,7,48,1,2,2,2086,999,25,1,1,1,24,15.85,2,3,15,2,1300,0,0,29000,8
"18729",79,2,5,1,7,48,1,2,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"18730",61,1,1,1,7,48,1,2,1,4172,999,46,1,1,1,20,25.91,1,3,4,2,2100,11000,525,82500,11
"18731",60,2,1,1,7,48,1,2,1,2451,999,19.3311315269217,6,9,1,23,999.99,2,3,1,2,300,0,0,0,11
"18732",33,2,1,1,7,48,1,1,2,2607,999,14,6,9,1,9,999.99,2,3,12,2,675,0,0,0,9
"18733",36,1,1,1,7,48,1,1,2,2503,999,17,1,1,1,19,20,2,3,4,2,1500,0,0,33000,6
"18734",59,1,1,3,7,48,1,2,2,0,19,34,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18735",60,2,1,1,7,48,1,2,2,1669,999,29,1,9,1,24,14.5,2,3,5,2,0,0,0,28000,6
"18736",80,2,5,3,7,48,1,2,2,1344.26571978103,999,25,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18737",61,1,3,1,7,48,2,1,2,2086,999,39,1,1,1,13,17.38,1,3,6,2,1600,3200,0,37000,7
"18738",37,1,3,1,7,48,1,2,2,2607,999,19.3311315269217,1,1,1,21,21.12,1,3,2,2,2300,2300,0,55000,9
"18739",38,2,1,1,7,48,1,1,1,911,999,19,1,1,2,13,12,2,3,6,2,200,0,0,6500,6
"18740",18,1,6,1,7,48,1,1,2,1304,999,0,1,1,2,17,10.5,2,3,14,2,200,0,0,11000,6
"18741",80,1,5,3,7,48,1,2,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18742",20,2,2,2,7,48,2,1,2,457,999,2,1,1,2,14,9.75,2,3,13,1,100,0,0,6500,8
"18743",42,1,1,1,7,48,1,1,2,2023,999,17,1,9,1,2,56.91,1,3,12,1,2100,0,0,105000,12
"18744",38,2,1,4,7,48,1,1,2,0,110,0,1,9,9,99,999.99,2,3,99,9,0,0,0,2700,11
"18745",72,1,1,4,7,48,1,2,2,1344.26571978103,999,34,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18746",68,2,1,4,7,48,1,2,2,0,243,18,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18747",33,2,2,1,7,48,2,1,2,2086,999,11,6,9,1,3,999.99,2,3,8,2,75,0,0,0,6
"18748",28,1,2,1,7,48,2,1,2,2027,999,10,1,9,1,99,25,2,3,4,2,2200,0,0,57500,7
"18749",46,1,1,1,7,48,1,1,2,2075,999,29,1,9,1,12,23,2,3,13,2,2000,850,0,45000,6
"18750",37,2,1,1,7,48,1,1,2,1408,999,9,1,9,2,17,23,2,2,7,2,1150,0,0,29000,9
"18751",67,1,2,1,7,48,2,1,1,2231,999,48,6,9,1,3,999.99,2,3,9,2,0,0,0,825,11
"18752",59,2,2,1,7,48,2,1,2,2086,999,22,1,1,1,13,18,2,3,6,2,1650,0,0,36000,9
"18753",49,2,4,1,7,48,1,1,1,2712,999,7,1,1,1,5,24.75,1,1,12,1,2300,3600,500,49000,7
"18754",20,2,6,2,7,48,1,1,2,461,4,1,1,1,1,17,13.8,2,3,13,2,150,0,0,8000,8
"18755",17,2,6,2,7,48,1,1,2,395,4,0,1,1,1,14,13,2,3,14,2,0,0,0,900,8
"18756",46,2,1,1,7,48,1,1,1,2497,999,19,1,1,2,4,22,2,3,6,2,1250,0,0,30000,9
"18757",53,1,1,1,7,48,1,1,2,1521,999,25,4,9,1,2,999.99,2,3,4,2,1025,0,0,23000,9
"18758",17,2,6,2,7,48,1,1,2,0,13,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18759",62,1,1,1,7,48,1,1,2,3129,999,19.3311315269217,4,9,1,20,999.99,2,3,15,2,0,0,0,0,4
"18760",62,2,1,1,7,48,1,1,2,428,999,19.3311315269217,1,2,2,8,20.15,1,3,12,1,175,0,0,8000,7
"18761",40,1,4,1,7,48,2,1,2,3233,999,22,6,9,1,21,999.99,2,3,7,2,0,0,0,0,7
"18762",55,1,1,1,7,48,1,2,2,2086,999,16,1,1,1,6,15.84,1,1,11,1,1800,2700,375,40000,12
"18763",54,2,1,1,7,48,1,2,2,2086,999,23,1,1,1,99,46.08,1,2,11,1,2300,9500,325,105000,12
"18764",19,2,6,1,7,48,1,2,2,1143,999,1,1,1,1,17,14,2,3,15,2,450,0,0,11500,8
"18765",60,1,1,1,7,48,1,1,2,65,999,40,3,9,2,2,999.99,2,3,6,2,0,0,0,155000,8
"18766",56,2,1,1,7,48,1,1,2,65,999,23,3,9,2,2,999.99,2,3,6,2,2300,0,0,125000,6
"18767",24,2,6,1,7,48,2,1,2,1564,999,7,1,1,1,13,20,2,3,6,2,1100,0,0,28000,7
"18768",55,1,1,1,7,48,1,1,2,2086,999,19.3311315269217,3,9,1,18,999.99,2,3,4,2,2300,0,0,62500,9
"18769",53,2,1,1,7,48,1,1,1,1344.26571978103,999,19.3311315269217,1,1,1,4,18.6,2,3,4,2,1800,0,0,40000,4
"18770",27,2,6,1,7,48,1,1,2,2555,999,7,5,9,1,2,999.99,2,3,4,2,2800,0,0,0,9
"18771",53,1,1,1,7,48,2,1,2,2071,999,35,1,1,1,20,30.66,2,3,5,2,1600,500,400,34000,6
"18772",54,2,1,1,7,48,2,1,2,2077,999,10,1,1,1,4,16,2,3,8,2,1900,0,0,42000,11
"18773",22,1,6,1,2,48,2,1,2,2094,4,0,1,9,1,18,16.67,2,3,4,2,1550,0,25,33000,8
"18774",44,1,1,1,7,48,1,1,2,3389,999,19.3311315269217,4,9,1,23,999.99,2,3,1,2,0,0,0,0,8
"18775",38,2,1,1,7,48,1,1,2,2086,999,19,6,9,1,8,999.99,2,3,12,2,3000,0,0,0,9
"18776",16,1,6,2,7,48,1,1,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18777",47,1,1,1,7,48,1,2,1,2607,999,21,1,1,1,10,38.4,1,1,11,1,2200,8750,350,97500,12
"18778",41,2,1,4,7,48,1,2,1,964,999,16,1,1,2,3,30.25,2,3,16,1,1350,0,0,29000,11
"18779",51,2,1,1,7,48,1,1,1,1303,999,19.3311315269217,1,1,2,5,14,2,3,6,2,1750,0,0,39000,7
"18780",54,1,1,1,7,48,1,1,2,2607,999,34,5,9,1,18,999.99,2,3,4,2,2300,0,0,47000,6
"18781",19,2,6,2,7,48,1,1,2,588,4,1,1,2,1,23,18,2,3,16,1,500,0,0,14000,7
"18782",34,1,1,1,7,48,1,1,2,1656,999,19.3311315269217,1,1,1,20,25,2,3,15,2,2200,0,0,80000,11
"18783",37,2,1,1,7,48,1,1,2,1825,999,19.3311315269217,1,1,1,12,13.71,1,3,8,2,1300,0,0,31000,9
"18784",35,2,3,1,7,48,1,1,2,2086,999,12,1,9,1,21,19.33,1,3,7,2,2200,5500,1100,67500,7
"18785",55,1,1,1,7,48,1,2,2,2607,999,38,5,9,1,23,999.99,2,3,1,2,2300,0,0,0,6
"18786",49,2,1,1,7,48,1,2,2,1669,999,22,1,1,1,4,19.32,1,3,11,2,1350,2800,0,33000,9
"18787",16,2,6,2,7,48,1,2,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18788",76,2,5,3,7,48,1,2,2,1344.26571978103,999,13,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18789",42,2,1,1,7,48,1,2,2,2086,999,14,1,1,1,9,18.16,1,3,12,1,1300,0,0,28000,10
"18790",39,1,6,4,7,48,1,2,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18791",72,2,1,3,7,48,1,2,2,1344.26571978103,999,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18792",76,1,1,3,7,48,1,2,2,1344.26571978103,999,48,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"18793",65,1,1,1,7,48,1,1,1,1176,999,47,1,1,2,21,19.88,1,1,11,1,0,0,0,16000,6
"18794",65,2,1,1,7,48,1,1,1,1021,999,42,1,1,2,13,12,2,3,6,2,0,0,0,11000,6
"18795",63,1,2,4,7,48,1,1,2,1834,5,43,1,1,1,23,10.73,2,3,1,2,0,0,0,8000,4
"18796",59,2,2,1,7,48,1,1,2,2086,999,19.3311315269217,1,1,1,21,12.5,2,3,6,2,1050,0,0,25000,5
"18797",34,1,3,1,7,48,2,1,2,0,997,15,1,9,9,99,999.99,2,3,99,9,2200,0,700,72500,9
"18798",29,2,3,1,7,47,2,1,2,1927,999,12,1,1,1,8,18.24,2,1,12,1,1075,0,150,24000,9
"18799",38,1,1,1,2,48,1,1,2,1785,999,15,1,1,1,9,38.4,2,3,9,2,2200,0,0,95000,11
"18800",38,2,1,4,2,48,1,1,2,0,22,1,1,9,9,99,999.99,2,3,99,9,0,0,0,0,8
"18801",46,2,3,1,7,48,2,1,2,2086,999,7,1,1,1,17,15,2,3,13,2,1450,0,0,31000,9
"18802",34,1,1,1,7,48,1,1,2,1807,999,16,1,1,1,20,37.96,1,2,15,2,2300,0,0,65000,9
"18803",34,2,1,4,7,48,1,1,1,3514,999,19.3311315269217,1,2,9,99,15,2,3,5,2,275,0,0,8750,9
"18804",58,2,4,1,7,48,1,1,1,2347,999,34,1,1,1,4,24,2,3,5,2,2300,0,0,62500,9
"18805",43,2,1,1,7,48,1,1,2,595,999,6,1,1,1,8,22.4,1,1,12,2,2200,0,1300,60000,9
"18806",47,1,1,1,7,48,1,1,2,2294,999,28,1,1,1,21,31.42,1,3,16,1,2400,6000,0,82500,9
"18807",20,2,6,4,7,48,2,1,2,0,27,0,1,9,9,99,999.99,2,3,99,9,1550,0,0,35000,6
"18808",18,2,6,2,7,48,1,1,2,730,999,19.3311315269217,1,1,2,17,8.45,2,3,14,2,75,0,0,6000,5
"18809",58,2,4,4,2,48,2,1,1,2260,999,33,1,1,1,4,22.42,2,3,8,2,875,0,0,4700,6
"18810",68,1,1,3,7,48,1,1,2,0,262,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18811",63,2,1,4,7,48,1,1,2,0,997,18,1,9,9,99,999.99,2,3,99,9,1300,0,0,29000,6
"18812",36,1,6,1,2,48,1,1,2,1955,999,19.3311315269217,4,9,1,20,999.99,2,3,15,2,0,0,0,1150,9
"18813",64,1,1,1,7,48,1,2,2,2086,999,45,3,9,1,12,999.99,2,3,6,2,175,0,0,7000,6
"18814",48,2,1,1,7,48,1,2,2,2086,999,21,3,9,1,12,999.99,2,3,6,2,175,0,0,7250,6
"18815",17,1,6,2,7,48,1,2,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18816",56,2,2,1,7,48,1,2,2,1564,999,20,6,9,1,17,999.99,2,3,10,2,1350,0,0,0,7
"18817",61,1,2,3,7,48,1,2,2,521,999,42,4,9,2,12,999.99,2,3,8,2,0,0,0,3400,6
"18818",42,1,1,1,7,48,1,2,2,1773,999,25,1,1,1,6,70.48,1,1,7,1,2300,11500,2200,170000,11
"18819",43,2,1,4,7,48,1,2,2,0,188,10,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18820",20,2,6,1,7,48,1,2,2,834,999,19.3311315269217,1,1,2,13,6.8,2,3,6,2,100,0,0,6500,6
"18821",80,1,1,3,7,48,1,2,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18822",80,2,1,3,7,48,1,2,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18823",76,1,1,3,7,48,1,2,2,1344.26571978103,999,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18824",74,2,1,3,7,48,1,2,2,1344.26571978103,999,13,1,9,9,99,999.99,2,3,99,9,0,0,0,0,10
"18825",55,2,1,1,7,48,1,2,2,1043,999,22,2,9,2,4,999.99,2,3,2,2,0,0,0,0,6
"18826",57,1,1,1,7,48,1,2,2,2607,999,19.3311315269217,6,9,1,23,999.99,2,3,2,2,4400,0,0,0,5
"18827",23,1,6,4,7,48,1,2,2,0,19,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"18828",41,1,1,1,7,48,1,2,2,1960,999,12,1,9,1,6,31.2,1,3,9,2,2100,0,0,82500,3
"18829",40,2,1,1,7,48,1,2,2,2086,999,19.3311315269217,1,9,1,14,9.38,2,3,14,2,1700,0,0,39000,1
"18830",18,2,6,1,7,48,1,2,2,1480,999,0,1,9,1,17,10,2,3,13,2,175,0,0,13000,7
