"","ecage26","ecsex99","marst26","mjacg26","immst15","pvreg25","dwtenr25","mortg25","multj28","alhrp28","mtlswk28","yrxfte11","clwkr1","prmjb1","fllprt1","nocg2e6","imphwe1","penpln1","uncoll1","n07c3g10","pubpv10","cqpc42","rppc42","udpd42","wgsal42","hleveg18"
"18831",78,1,1,3,7,48,1,1,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18832",69,2,1,3,7,48,1,1,2,0,997,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,11
"18833",37,1,2,1,7,48,1,1,2,2607,999,11,1,1,1,23,41,1,3,2,2,2100,8250,0,135000,9
"18834",35,2,2,1,7,48,1,1,2,2086,999,15,1,1,1,5,18,2,3,6,2,1950,1250,0,44000,7
"18835",49,1,1,1,7,48,1,2,2,2086,999,34,1,1,1,20,42.72,1,3,2,2,2300,0,0,160000,6
"18836",46,2,1,1,7,48,1,2,2,1825,999,4,1,1,1,17,12.25,2,3,6,2,975,0,0,23000,6
"18837",22,1,6,1,7,48,1,2,2,1915,999,2,1,1,1,20,23,1,1,2,2,2300,0,700,77500,7
"18838",19,1,6,1,7,48,1,2,2,2294,999,4,1,9,1,20,19,2,3,6,2,2300,0,0,55000,6
"18839",16,1,6,2,7,48,1,2,2,698,999,0,1,1,2,17,11.5,2,3,15,2,0,0,0,7000,4
"18840",53,2,4,1,7,48,1,1,2,1999,999,21,1,1,1,5,15.8,2,3,6,2,1350,0,0,31000,9
"18841",24,1,6,1,7,48,2,1,2,1443,999,6,1,1,1,17,11,2,3,6,2,625,0,0,16500,7
"18842",28,2,2,1,7,48,2,1,2,1825,999,8,1,9,1,4,27.43,1,3,8,2,2200,2700,0,49000,9
"18843",80,2,1,3,7,48,2,1,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18844",78,1,1,3,7,48,2,1,2,1344.26571978103,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18845",62,2,1,4,7,48,1,2,2,0,484,5,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18846",67,1,1,3,7,48,1,2,2,0,69,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18847",35,1,1,4,7,48,1,1,2,791,9,9,1,1,1,18,15.33,2,3,4,2,2600,0,0,19000,9
"18848",30,2,1,1,7,48,1,1,2,2086,999,8,1,1,1,8,38.22,1,1,12,1,2100,8250,1550,95000,9
"18849",43,1,1,1,7,48,2,1,2,1173,4,19.3311315269217,1,1,1,2,23.15,2,3,12,2,1400,0,0,29000,9
"18850",38,1,6,4,7,48,2,1,2,2372,999,22,1,1,1,14,16.5,2,3,12,2,1750,0,0,38000,1
"18851",33,2,1,4,7,35,1,1,2,261,999,0,6,9,2,17,999.99,2,3,6,2,0,0,0,0,9
"18852",41,1,1,1,7,35,1,1,1,1330,999,19.3311315269217,1,1,1,99,153.6,1,3,2,2,2200,0,0,1350000,9
"18853",78,1,6,3,7,48,1,2,2,1344.26571978103,999,42,1,9,9,99,999.99,2,3,99,9,0,0,25,0,4
"18854",80,2,5,3,7,48,1,2,2,1344.26571978103,999,0,1,9,9,99,999.99,2,3,99,9,100,0,0,0,3
"18855",47,1,1,1,7,48,1,2,2,2075,999,29,1,1,1,12,23,2,3,13,2,2100,325,0,46000,6
"18856",47,2,1,4,7,48,1,2,2,826,7,21,1,1,1,4,17,2,3,12,2,400,0,0,11000,8
"18857",16,1,6,2,7,48,1,2,1,1652,999,0,1,2,1,23,13,2,3,13,2,0,0,0,7250,5
"18858",62,1,2,1,7,48,1,2,2,1303,999,43,4,9,1,21,999.99,2,3,7,2,0,0,0,50000,5
"18859",58,2,2,1,7,48,1,2,2,391,999,35,4,9,2,4,999.99,2,3,2,2,2400,0,0,48000,9
"18860",60,1,1,1,7,48,1,2,1,2346,999,40,1,1,1,5,47.05,2,3,4,2,2200,0,0,125000,11
"18861",57,2,1,1,7,48,1,2,2,1929,999,22,1,1,1,99,33.5,1,1,12,1,2300,6250,1650,100000,9
"18862",52,2,4,1,7,48,2,1,2,1934,999,18,1,1,1,13,11,2,3,6,2,825,0,0,21000,9
"18863",36,2,1,4,7,48,2,1,2,94,999,15,1,1,2,5,20,2,3,12,1,0,0,0,1750,7
"18864",32,1,1,1,7,48,2,1,2,3129,999,14,1,1,1,23,44.8,2,3,2,2,2100,0,0,140000,9
"18865",37,2,1,1,7,48,1,1,2,2006,999,18,1,1,1,99,22.75,1,3,12,1,2200,10500,0,105000,11
"18866",40,1,1,1,7,48,1,1,2,1564,999,19,1,1,1,6,108.8,2,3,2,2,2100,0,0,175000,8
"18867",26,2,1,4,7,48,2,1,2,0,52,1,1,9,9,99,999.99,2,3,99,9,0,0,0,0,8
"18868",27,1,1,1,7,48,2,1,2,1647,999,11,1,1,1,21,28,2,3,7,2,2200,0,0,95000,4
"18869",54,2,2,4,7,10,1,2,2,1650,3,25,1,1,1,4,24,2,3,12,1,1600,0,0,38000,9
"18870",48,1,2,1,7,10,1,2,2,2076,999,30,1,1,1,6,25,2,3,2,2,2200,0,0,75000,11
"18871",49,1,6,1,2,48,2,1,2,1940,999,26,1,1,1,24,42,1,1,2,2,2400,0,1050,175000,9
"18872",65,2,1,3,7,48,1,2,2,652,6,18,1,1,2,14,10.5,2,3,12,2,0,0,0,1000,4
"18873",65,1,1,1,7,48,1,2,1,1344.26571978103,999,19.3311315269217,1,1,1,21,28,2,3,7,2,0,0,0,32000,5
"18874",31,1,1,1,7,48,2,1,2,2086,999,15,1,1,1,6,22,2,3,9,2,2200,0,0,62500,4
"18875",31,2,1,1,7,48,2,1,1,3308,999,12,1,1,1,17,13.5,2,3,6,2,775,0,0,19500,10
"18876",38,1,2,1,7,48,1,1,2,2607,999,23,4,9,1,20,999.99,2,3,4,2,725,0,0,17500,9
"18877",27,2,2,4,7,48,1,1,2,0,77,6,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18878",48,2,6,1,7,48,1,1,2,1877,999,8,1,1,1,15,20.27,2,3,10,2,1950,0,0,43000,9
"18879",18,1,6,1,7,48,1,1,2,1572,999,1,1,1,1,99,19,2,3,99,2,400,0,0,19500,6
"18880",38,1,1,1,7,48,1,1,2,2086,999,19.3311315269217,1,1,1,13,28.8,1,3,13,2,2200,0,0,65000,9
"18881",33,2,1,4,7,48,1,1,2,0,997,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18882",35,1,6,1,7,48,2,1,2,2086,999,14,4,9,1,6,999.99,2,3,9,2,2400,0,0,60000,3
"18883",28,2,1,1,7,48,2,1,2,1370,999,19.3311315269217,1,1,1,7,19.2,1,1,12,1,1200,0,550,28000,9
"18884",30,1,1,1,7,48,2,1,2,3009,999,19.3311315269217,1,1,1,23,64,1,3,2,2,2100,0,0,195000,5
"18885",26,1,2,1,7,48,1,1,2,1945,999,5,1,2,1,6,28.93,1,1,16,1,2300,6750,650,67500,9
"18886",27,1,2,1,7,48,1,1,1,2607,999,19.3311315269217,1,1,1,20,37.32,1,1,5,2,2200,0,1200,97500,9
"18887",36,2,1,1,7,48,1,1,2,2086,999,13,1,1,1,9,13.44,2,3,12,2,1450,0,0,32000,7
"18888",32,1,1,1,7,48,1,1,2,2429,999,10,1,1,1,23,28,1,1,2,2,2200,175,500,77500,4
"18889",52,1,2,1,7,48,1,2,2,3129,999,37,1,1,1,21,43.2,2,3,4,2,2300,0,0,135000,9
"18890",62,2,2,1,7,48,1,2,2,1460,999,11,1,1,2,13,10,2,3,6,2,550,0,0,14500,6
"18891",72,1,1,3,7,48,1,2,2,1344.26571978103,999,41,1,9,9,99,999.99,2,3,99,9,0,0,0,0,8
"18892",73,2,1,3,7,48,1,2,2,1344.26571978103,999,15,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18893",64,1,2,1,7,48,1,2,2,1653,999,46,1,1,1,20,37,1,1,5,2,2200,0,1150,82500,9
"18894",63,2,2,4,7,48,1,2,2,1344.26571978103,999,19.3311315269217,4,9,9,2,999.99,2,3,6,2,225,0,0,9000,4
"18895",66,1,1,4,7,48,1,1,2,0,21,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18896",63,2,1,1,7,48,1,1,2,1875,999,25,1,1,1,5,12.97,1,3,6,2,0,2300,0,31000,5
"18897",52,2,5,1,7,48,1,2,1,2666,999,0,1,9,1,5,15.53,1,3,12,1,0,0,0,50000,6
"18898",23,2,6,1,7,48,1,1,2,100,999,19.3311315269217,1,2,1,3,20.52,2,3,12,1,0,0,0,1500,7
"18899",38,2,3,1,7,48,1,1,2,2023,999,9,1,1,1,99,46.48,1,1,12,1,2300,9250,1750,100000,11
"18900",36,2,1,1,7,48,1,1,2,2816,999,15,3,9,1,2,999.99,2,3,6,2,1800,0,0,39000,9
"18901",42,1,1,1,7,48,1,1,1,2764,999,25,3,9,1,18,999.99,2,3,7,2,2000,0,0,46000,7
"18902",40,2,1,1,7,48,1,1,1,1344.26571978103,999,19.3311315269217,1,1,1,13,16.85,2,3,14,2,0,0,0,3200,9
"18903",40,1,1,1,7,48,1,1,2,2086,999,19.3311315269217,1,1,1,15,49.46,1,2,16,1,2100,1050,0,90000,9
"18904",40,1,1,1,7,48,1,1,2,2040,999,20,1,1,1,20,30.5,2,3,6,2,2200,0,0,80000,9
"18905",34,2,1,1,7,48,1,1,2,2040,999,10,1,1,1,13,17.25,2,3,6,2,2200,0,0,55000,5
"18906",47,1,3,1,7,35,1,2,2,1217,999,19.3311315269217,1,1,1,20,40,2,3,4,2,2400,0,0,100000,9
"18907",53,2,3,1,7,35,1,1,2,1460,999,17,1,9,2,13,10.43,1,3,6,2,550,0,75,14500,12
"18908",17,1,6,2,7,35,1,1,2,543,4,0,1,9,2,11,15,2,3,13,1,0,0,0,10500,7
"18909",19,2,6,4,7,35,1,1,2,4171,999,3,1,9,1,17,10.02,2,3,5,2,50,0,0,3600,5
"18910",35,2,2,4,7,48,2,1,2,1436,4,15,1,1,1,5,20,2,3,6,2,825,0,0,21000,9
"18911",39,1,2,1,7,48,2,1,2,4567,999,21,1,1,1,23,9.58,2,3,2,2,2200,0,0,50000,7
"18912",34,1,2,1,7,48,1,1,2,2868,999,15,6,9,1,19,999.99,2,3,4,2,0,0,0,0,9
"18913",29,2,2,4,7,48,1,1,2,1119,999,9,1,9,1,10,19.97,2,3,8,2,825,0,0,18500,9
"18914",37,2,2,4,7,48,1,2,2,0,24,13,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18915",37,1,2,1,7,48,1,2,2,2086,999,17,1,9,1,2,40.77,1,3,16,1,2300,0,0,85000,3
"18916",49,1,1,1,7,48,1,1,1,4015,999,25,1,1,1,9,7.19,2,3,12,2,2200,12500,0,125000,11
"18917",46,2,1,1,7,48,1,1,2,1564,999,12,1,1,1,10,60.8,1,3,11,1,2100,10500,1300,95000,11
"18918",54,2,1,1,7,48,1,2,2,1207,999,19.3311315269217,1,1,1,21,24,2,1,7,2,1400,0,375,34000,9
"18919",53,1,1,1,7,48,1,2,2,2086,999,19.3311315269217,1,1,1,6,34.8,1,1,13,2,2200,5250,1350,90000,9
"18920",21,2,6,1,7,48,1,2,2,170,999,19.3311315269217,1,2,9,17,11.34,2,3,14,2,300,0,75,8750,7
"18921",33,1,3,1,2,48,2,1,2,2164,999,13,1,1,1,6,39.74,1,3,7,2,2300,5750,0,95000,9
"18922",67,1,4,1,7,48,1,1,2,2086,999,50,1,1,1,20,33.48,1,1,8,2,0,0,25,50000,9
"18923",70,2,5,3,7,48,2,1,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18924",80,1,6,3,7,48,2,1,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"18925",32,1,1,1,7,48,2,1,2,2060,999,11,1,1,1,9,20.64,2,3,12,2,2000,0,0,45000,11
"18926",22,1,1,1,7,47,2,1,2,1661,3,4,1,9,1,2,20.64,2,2,6,2,2200,775,0,48000,6
"18927",70,2,5,3,7,48,1,2,2,1344.26571978103,999,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18928",50,1,6,1,7,48,1,2,2,2086,999,19.3311315269217,1,1,1,12,22.59,2,3,6,2,2300,0,0,50000,9
"18929",63,2,4,3,7,48,1,2,2,0,997,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18930",44,2,6,1,7,48,2,1,2,1983,999,5,1,9,1,8,17.29,1,3,12,2,2200,3700,500,49000,12
"18931",32,2,1,1,7,48,1,1,2,678,999,19.3311315269217,1,1,1,99,21.6,2,3,8,2,400,0,0,10500,11
"18932",32,1,1,1,7,48,1,1,2,2086,999,19.3311315269217,1,1,1,20,17.28,2,1,4,2,1800,0,0,39000,11
"18933",40,1,1,1,7,48,1,1,2,2086,999,19.3311315269217,1,1,1,5,31.2,1,3,10,2,2300,0,0,65000,6
"18934",39,2,1,1,7,48,1,1,2,2086,999,11,1,1,1,10,32.16,1,1,11,1,2200,7250,1300,75000,11
"18935",41,1,2,1,7,47,2,1,2,1903,999,22,1,1,1,21,16,2,3,4,2,1000,0,0,24000,4
"18936",35,2,2,1,7,47,2,1,2,1139,999,4,1,1,1,25,10.46,2,3,13,2,675,0,0,15500,9
"18937",74,2,1,3,7,48,2,1,2,1344.26571978103,999,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18938",76,1,1,3,7,48,2,1,2,1344.26571978103,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18939",65,2,4,1,7,48,2,1,2,1147,999,17,1,9,2,13,10.75,2,3,6,2,0,0,0,15000,6
"18940",44,2,6,1,7,48,2,1,2,1799,999,19.3311315269217,1,1,1,9,18.92,2,3,12,2,1750,0,0,37000,9
"18941",73,1,1,3,7,48,1,2,2,1344.26571978103,999,41,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"18942",72,2,1,4,7,48,1,2,2,1344.26571978103,999,20,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18943",78,2,5,3,7,48,1,2,2,1344.26571978103,999,39,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"18944",39,1,1,1,7,48,1,1,2,1825,999,22,1,2,1,10,24.14,1,3,11,1,2000,2600,0,45000,6
"18945",35,2,1,2,7,48,1,1,2,1043,6,15,1,1,1,3,19.2,1,3,11,1,0,0,0,0,7
"18946",43,1,1,1,7,48,1,1,2,2086,999,18,1,1,1,20,22.5,1,3,5,2,2200,0,0,77500,8
"18947",40,1,1,1,7,35,1,1,2,2086,999,3,1,1,1,20,27,2,3,5,2,2200,0,0,62500,12
"18948",36,1,1,1,7,48,1,1,2,2086,999,19.3311315269217,1,1,1,20,25,1,3,5,2,2200,0,0,60000,7
"18949",42,1,1,1,7,48,1,1,2,2084,999,6,1,1,1,20,33.5,2,3,5,2,2200,0,0,82500,9
"18950",62,1,3,1,7,48,1,1,2,469,999,44,3,9,2,9,999.99,2,3,11,2,0,0,0,4300,9
"18951",51,2,3,1,7,48,1,1,2,1929,999,30,1,1,1,5,12.43,2,3,9,2,1650,0,0,37000,11
"18952",42,2,1,1,7,48,1,1,2,2086,999,25,1,9,1,5,18.96,2,3,5,2,2000,0,0,37000,8
"18953",43,1,1,1,7,48,1,1,1,1973,999,22,1,1,1,9,29.7,1,3,12,2,2200,0,0,50000,7
"18954",21,2,6,2,7,48,1,1,2,766,2,3,1,1,1,9,15.76,2,3,12,2,1750,0,375,37000,8
"18955",16,1,6,2,7,48,1,1,2,695,999,0,1,1,2,14,9,2,3,14,2,0,0,0,1800,5
"18956",78,1,1,4,7,48,2,1,2,1344.26571978103,999,3,1,9,9,99,999.99,2,3,99,9,0,0,0,10500,3
"18957",80,2,1,4,7,48,2,1,2,1344.26571978103,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,11
"18958",56,2,5,1,7,48,1,2,2,1955,999,20,1,1,1,8,18.09,1,3,12,2,0,3100,0,42000,9
"18959",24,2,6,1,7,48,1,2,2,1773,999,8,1,1,1,8,15.46,1,3,12,2,1800,2900,0,39000,9
"18960",21,1,6,1,7,48,1,2,2,2086,999,6,1,1,1,20,23,1,3,5,2,2100,0,0,48000,6
"18961",77,2,4,3,7,48,2,1,2,1344.26571978103,999,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"18962",60,2,5,1,7,48,2,1,2,2086,999,11,1,1,1,5,12.25,1,3,16,1,0,3900,0,45000,10
"18963",31,2,2,1,7,48,2,1,1,1420,999,3,1,9,1,16,18.26,1,1,11,1,725,0,200,19000,7
"18964",44,1,2,1,7,48,1,1,2,2023,999,17,1,9,1,2,56.91,1,3,12,1,2200,0,1450,120000,12
"18965",61,2,2,4,7,48,1,1,2,0,102,12,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"18966",48,1,4,1,7,48,1,1,2,2346,999,18,1,9,1,20,35.5,1,3,4,2,2300,5000,800,87500,9
"18967",43,2,1,1,7,48,1,2,2,0,92,18,1,9,9,99,999.99,2,3,99,9,0,0,0,2000,4
"18968",49,1,1,1,7,48,1,2,2,3129,999,21,4,9,1,2,999.99,2,3,4,2,0,0,0,0,6
"18969",64,1,1,3,7,48,1,2,2,0,174,10,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18970",56,2,1,1,7,48,1,2,2,1043,999,19,1,1,2,13,12,2,3,14,2,25,0,0,3900,6
"18971",63,2,1,1,7,48,1,2,1,1026,999,46,6,9,1,17,999.99,2,3,13,2,25,0,0,4500,4
"18972",64,1,1,1,7,48,1,2,1,2732,999,46,1,1,1,17,17.5,1,3,6,2,325,0,0,10500,6
"18973",64,1,2,1,7,48,1,2,2,1043,999,49,4,9,2,11,999.99,2,3,13,2,0,0,0,3400,9
"18974",48,2,2,1,7,48,1,2,2,1530,999,0,1,9,1,16,7.84,2,3,15,2,150,0,0,8250,9
"18975",16,2,6,2,7,48,1,2,2,235,999,0,1,9,2,13,11.11,2,3,13,2,0,0,0,11000,5
"18976",44,1,1,1,7,48,1,2,2,2086,999,17,1,9,1,6,28.8,1,3,5,2,2300,0,0,85000,9
"18977",52,2,1,1,7,48,1,2,2,1460,999,16,1,9,2,3,13.71,2,3,6,2,925,0,0,23000,6
"18978",30,1,6,1,7,47,2,1,2,1762,999,9,1,1,1,99,30,1,3,2,2,2100,725,0,75000,9
"18979",54,2,4,1,7,48,1,1,2,1721,999,26,1,9,1,7,46.5,1,1,12,2,2200,0,0,85000,9
"18980",58,1,1,1,7,48,1,2,2,3129,999,43,3,9,1,21,999.99,2,3,6,2,1100,0,0,26000,3
"18981",51,2,1,4,7,48,1,2,1,1251,999,21,1,1,2,5,20,2,2,12,1,1450,0,0,34000,6
"18982",21,2,6,4,7,48,1,2,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18983",19,2,6,4,7,48,1,2,2,0,27,0,1,9,9,99,999.99,2,3,99,9,2100,0,0,19500,7
"18984",76,1,1,3,7,48,1,2,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"18985",71,2,1,4,7,48,1,2,2,1344.26571978103,999,35,1,9,9,99,999.99,2,3,99,9,0,0,0,3100,3
"18986",48,1,1,1,7,48,1,2,2,2086,999,29,1,1,1,15,40.8,1,3,16,1,2300,9500,0,145000,9
"18987",41,2,1,1,7,48,1,2,2,1043,999,14,1,1,2,4,23.04,2,1,11,2,1100,0,0,25000,9
"18988",63,1,1,1,7,48,1,2,2,3129,999,34,4,9,1,18,999.99,2,3,4,2,875,0,0,22000,3
"18989",61,2,1,1,7,48,1,2,2,1919,999,23,1,9,1,8,21.19,1,1,12,1,1500,3000,0,35000,9
"18990",55,2,1,4,7,48,1,1,2,1453,999,19.3311315269217,1,1,1,8,29.38,1,1,12,1,2300,3000,0,57500,9
"18991",58,1,1,4,7,48,1,1,2,0,997,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"18992",49,1,1,1,7,48,1,1,2,3129,999,32,6,9,1,23,999.99,2,3,1,2,525,0,0,0,5
"18993",42,2,1,1,7,48,1,1,1,2607,999,6,1,1,1,10,7.68,2,3,11,1,2100,0,0,60000,11
"18994",19,2,6,2,7,48,1,1,2,521,4,1,1,2,1,17,14,2,3,12,1,175,0,0,6500,7
"18995",17,2,6,2,7,48,1,1,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,200,25,26000,5
"18996",61,1,1,1,7,48,1,2,1,1303,999,42,6,9,2,23,999.99,2,3,1,2,650,0,0,0,9
"18997",31,1,6,4,7,48,1,2,2,2607,999,11,3,9,1,23,999.99,2,3,1,2,725,0,0,1050,6
"18998",65,2,1,1,7,48,1,2,2,1825,999,19.3311315269217,2,9,1,23,999.99,2,3,1,2,0,0,0,0,4
"18999",55,2,1,1,7,48,1,2,2,2086,999,19.3311315269217,4,9,1,23,999.99,2,3,1,2,425,0,0,12000,9
"19000",58,1,1,1,7,48,1,2,2,2086,999,38,3,9,1,6,999.99,2,3,9,2,2300,3300,0,52500,9
"19001",37,2,1,1,7,48,1,2,1,573,999,7,1,2,1,10,30.08,1,1,11,1,725,1600,275,18500,11
"19002",43,1,1,1,7,48,1,2,1,4034,999,19.3311315269217,6,9,1,23,999.99,2,3,1,2,2300,7750,850,87500,11
"19003",27,2,6,1,2,48,2,1,2,2040,999,19.3311315269217,1,1,1,9,15.6,2,3,9,2,1500,0,0,32000,12
"19004",32,1,1,1,7,48,1,1,2,1813,999,9,1,1,1,4,30.17,2,3,15,2,2300,0,0,48000,11
"19005",51,1,1,1,7,48,1,1,2,1955,999,13,1,1,1,10,44.03,1,1,11,1,2200,9500,650,82500,12
"19006",35,2,1,2,7,48,1,1,2,0,997,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,11
"19007",40,1,1,1,7,48,1,1,2,2607,999,19.3311315269217,4,9,1,6,999.99,2,3,4,2,1150,0,0,27000,11
"19008",31,2,1,1,7,48,1,1,2,1922,999,5,1,1,1,7,38,1,3,12,2,2200,125,0,67500,11
"19009",38,1,1,1,7,48,1,1,2,2346,999,19.3311315269217,3,9,1,18,999.99,2,3,4,2,0,0,0,0,9
"19010",37,2,1,4,7,48,1,1,2,0,997,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"19011",46,1,1,1,7,48,1,2,2,2086,999,26,1,1,1,20,35.72,2,3,4,2,2200,0,0,110000,9
"19012",48,2,1,1,7,48,1,2,2,2086,999,17,1,1,1,5,25.2,1,3,5,2,2200,2200,0,50000,6
"19013",25,1,6,1,7,48,1,2,2,1745,999,4,1,2,1,22,17.84,2,3,4,2,500,0,175,13000,9
"19014",20,2,6,1,7,48,1,1,2,1929,999,2,1,1,1,13,12,2,3,6,2,1100,0,0,27000,9
"19015",17,1,6,2,7,48,1,2,2,275,999,0,1,1,2,14,9.4,2,3,14,2,0,0,0,1800,5
"19016",55,2,1,1,7,48,1,2,2,2086,999,19.3311315269217,1,1,1,10,54.24,1,3,11,1,2200,12500,0,115000,12
"19017",75,1,1,3,7,48,1,2,2,1344.26571978103,999,45,1,9,9,99,999.99,2,3,99,9,0,0,0,75,12
"19018",31,2,6,1,7,48,1,1,2,2086,999,11,1,1,1,5,19.5,1,3,6,2,2300,0,0,49000,9
"19019",28,2,2,1,7,48,1,1,2,1738,999,4,6,9,1,16,999.99,2,3,15,2,0,0,0,0,7
"19020",30,1,2,1,7,48,1,1,2,2059,999,13,1,1,1,20,31,1,3,6,2,2300,0,0,65000,9
"19021",34,1,6,2,7,48,2,1,2,665,999,9,1,2,2,20,10.5,2,3,6,2,525,0,0,12500,11
"19022",63,2,4,4,7,48,2,1,2,0,104,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,11
"19023",80,2,5,3,7,48,2,1,2,1344.26571978103,999,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"19024",50,1,3,1,7,48,1,2,2,801,999,19.3311315269217,1,1,9,18,25.57,2,3,4,2,1250,0,0,28000,9
"19025",41,2,1,1,7,48,2,1,2,834,999,19,1,1,2,17,12.7,1,1,6,2,775,0,875,18500,7
"19026",42,1,1,1,7,48,2,1,2,2086,999,23,1,1,1,24,24.15,1,1,5,2,2200,1750,750,62500,9
"19027",55,2,1,4,7,48,1,2,2,0,374,0,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"19028",55,1,1,3,7,48,1,2,2,0,143,29,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"19029",79,1,1,3,7,48,2,1,2,1344.26571978103,999,40,1,9,9,99,999.99,2,3,99,9,0,0,0,0,5
"19030",71,2,1,3,7,48,2,1,2,1344.26571978103,999,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,7
"19031",80,2,5,3,7,48,1,2,2,1344.26571978103,999,5,1,9,9,99,999.99,2,3,99,9,0,0,0,0,9
"19032",79,2,1,3,7,48,1,2,2,1344.26571978103,999,7,1,9,9,99,999.99,2,3,99,9,0,0,0,0,8
"19033",79,1,1,3,7,48,1,2,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"19034",61,1,1,1,7,48,1,2,1,2607,999,44,1,1,1,24,55.2,2,3,5,2,2300,0,25,160000,9
"19035",62,2,1,3,7,48,1,2,2,347,8,0,3,9,2,24,999.99,2,3,5,2,0,0,0,0,9
"19036",51,1,1,1,7,48,1,2,2,3129,999,25,3,9,1,99,999.99,2,3,6,2,2100,0,0,290000,9
"19037",47,2,1,1,7,48,1,2,2,2086,999,27,3,9,1,99,999.99,2,3,5,2,2100,0,0,220000,12
"19038",24,2,1,4,7,48,2,1,2,997,999,4,1,1,1,3,20,2,3,6,2,1300,0,0,31000,7
"19039",20,2,6,2,7,48,1,2,2,1043,999,0,1,1,2,5,20,2,3,6,2,1700,0,0,37000,8
"19040",33,2,1,2,7,48,1,1,2,313,999,19.3311315269217,1,1,2,21,28.75,2,3,7,2,550,0,0,0,8
"19041",31,1,1,4,7,48,1,1,2,1698,0,5,1,1,1,15,10.45,2,3,10,2,675,0,75,18500,11
"19042",54,1,6,1,7,48,1,1,2,2086,999,30,1,1,1,18,22.07,1,3,4,2,2400,0,0,55000,4
"19043",76,1,1,3,7,48,1,2,2,1344.26571978103,999,37,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"19044",72,2,1,3,7,48,1,2,2,1344.26571978103,999,30,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"19045",80,2,5,3,7,48,2,1,2,1344.26571978103,999,50,1,9,9,99,999.99,2,3,99,9,0,0,0,0,3
"19046",62,2,4,1,7,48,1,2,2,996,6,30,1,1,1,99,16.8,2,3,13,1,700,0,0,15500,9
"19047",32,2,6,1,7,48,2,1,2,912,999,10,1,9,1,3,20,1,1,11,1,450,0,0,11000,5
"19048",68,1,3,3,7,48,1,1,2,0,287,28,1,9,9,99,999.99,2,3,99,9,0,0,0,0,2
"19049",80,2,5,3,7,48,2,1,2,1344.26571978103,999,6,1,9,9,99,999.99,2,3,99,9,0,0,0,0,4
"19050",67,2,1,4,7,48,2,1,2,0,997,19.3311315269217,1,9,9,99,999.99,2,3,99,9,0,0,0,0,6
"19051",63,1,1,1,7,48,2,1,2,1989,999,19.3311315269217,1,9,9,22,16.5,2,3,7,2,1500,0,0,35000,9
"19052",58,1,1,1,7,48,1,1,2,2303,999,37,1,1,1,21,41.82,1,3,7,2,2200,0,0,46000,7
"19053",48,2,1,1,7,48,1,1,2,2086,999,32,1,1,1,4,31.68,1,1,11,1,2300,6000,700,62500,6
"19054",35,1,4,1,7,48,1,1,2,2086,999,17,1,1,1,6,39.36,1,3,2,2,2300,0,0,140000,8
